ProjectID,MonthStart,BudgetEUR,ActualEUR,CommittedEUR,EAC_EUR,CostDriver,Currency
PRJ00203,2024-12-01,916144,1044407,12615734,35637711,Scope Change,EUR
PRJ00203,2025-01-01,1022648,1288997,12601888,35621991,Scope Change,EUR
PRJ00203,2025-02-01,1126276,1223226,19838013,37283352,Scope Change,EUR
PRJ00203,2025-03-01,1225414,1474187,17336639,35479900,Scope Change,EUR
PRJ00203,2025-04-01,1318450,1108016,15475655,36423551,Scope Change,EUR
PRJ00203,2025-05-01,1403769,1525631,12823986,36191110,Scope Change,EUR
PRJ00203,2025-06-01,1479758,1577433,14026167,35849046,Scope Change,EUR
PRJ00203,2025-07-01,1544804,1610186,12765276,35863123,Scope Change,EUR
PRJ00203,2025-08-01,1597293,1886931,9364816,36236454,Scope Change,EUR
PRJ00203,2025-09-01,1635611,1774968,11149776,35093977,Scope Change,EUR
PRJ00203,2025-10-01,1658145,1794633,9368822,35621133,Scope Change,EUR
PRJ00203,2025-11-01,1663281,1686143,11144895,35143053,Scope Change,EUR
PRJ00203,2025-12-01,1649407,1742933,7807998,34909605,Scope Change,EUR
PRJ00203,2026-01-01,1614907,1419893,7227212,34897066,Scope Change,EUR
PRJ00203,2026-02-01,1558170,1659909,5578600,35231868,Scope Change,EUR
PRJ00203,2026-03-01,1477580,1395332,3711608,35117356,Scope Change,EUR
PRJ00203,2026-04-01,1371525,1741716,3569650,35366091,Scope Change,EUR
PRJ00203,2026-05-01,1238392,1462174,3167545,35385018,Scope Change,EUR
PRJ00203,2026-06-01,1076565,1292340,2905795,35376829,Scope Change,EUR
PRJ00203,2026-07-01,884434,844376,1715512,35135946,Scope Change,EUR
PRJ00203,2026-08-01,660382,787300,1150228,35231794,Scope Change,EUR
PRJ00203,2026-09-01,402798,413515,498884,35220207,Scope Change,EUR
PRJ00203,2026-10-01,110067,124425,124425,35226815,Scope Change,EUR
PRJ00204,2025-05-01,3718,4985,40331778,68487879,Scope Change,EUR
PRJ00204,2025-06-01,133650,121415,40449040,69832432,Scope Change,EUR
PRJ00204,2025-07-01,426504,413608,40617794,70303254,Scope Change,EUR
PRJ00204,2025-08-01,851357,1119016,25118372,67464062,Scope Change,EUR
PRJ00204,2025-09-01,1377287,1375385,26210102,69461167,Scope Change,EUR
PRJ00204,2025-10-01,1973372,1889906,37363345,70697642,Scope Change,EUR
PRJ00204,2025-11-01,2608688,3237618,43129778,67716033,Scope Change,EUR
PRJ00204,2025-12-01,3252313,3911508,33554641,71513686,Scope Change,EUR
PRJ00204,2026-01-01,3873325,4994693,29642000,70799095,Scope Change,EUR
PRJ00204,2026-02-01,4440801,5308982,23786954,72568544,Scope Change,EUR
PRJ00204,2026-03-01,4923818,5031939,20369766,71659659,Scope Change,EUR
PRJ00204,2026-04-01,5291454,7260420,23511920,73057432,Scope Change,EUR
PRJ00204,2026-05-01,5512786,7028156,25035944,71960986,Scope Change,EUR
PRJ00204,2026-06-01,5556892,6093718,17629921,71979765,Scope Change,EUR
PRJ00204,2026-07-01,5392849,6878449,13317831,72245495,Scope Change,EUR
PRJ00204,2026-08-01,4989734,5475513,12409658,71735151,Scope Change,EUR
PRJ00204,2026-09-01,4316626,3955706,8549762,70751239,Scope Change,EUR
PRJ00204,2026-10-01,3342601,3750115,5322711,70596176,Scope Change,EUR
PRJ00204,2026-11-01,2036736,3017241,3221374,71281495,Scope Change,EUR
PRJ00204,2026-12-01,368110,480829,480829,71349202,Scope Change,EUR
PRJ00205,2024-01-01,2689,4637,51452132,88919098,Inflation/Materials,EUR
PRJ00205,2024-02-01,41103,47135,31551525,89918862,Inflation/Materials,EUR
PRJ00205,2024-03-01,121720,142840,51430175,95510641,Inflation/Materials,EUR
PRJ00205,2024-04-01,240271,221218,54041023,89819563,Inflation/Materials,EUR
PRJ00205,2024-05-01,392488,554915,40017333,95842447,Inflation/Materials,EUR
PRJ00205,2024-06-01,574103,535556,57723982,84890271,Inflation/Materials,EUR
PRJ00205,2024-07-01,780848,1228340,49608446,85684551,Inflation/Materials,EUR
PRJ00205,2024-08-01,1008455,1577718,46356802,94420595,Inflation/Materials,EUR
PRJ00205,2024-09-01,1252656,1137360,38379286,87546023,Inflation/Materials,EUR
PRJ00205,2024-10-01,1509181,1475680,52772527,89357700,Inflation/Materials,EUR
PRJ00205,2024-11-01,1773764,1498215,35031978,88628193,Inflation/Materials,EUR
PRJ00205,2024-12-01,2042136,1354428,46042200,84619159,Inflation/Materials,EUR
PRJ00205,2025-01-01,2310029,2650028,40811644,87754742,Inflation/Materials,EUR
PRJ00205,2025-02-01,2573175,2731026,46576640,93318509,Inflation/Materials,EUR
PRJ00205,2025-03-01,2827305,3551851,47002468,90144070,Inflation/Materials,EUR
PRJ00205,2025-04-01,3068152,3206574,45865487,84923234,Inflation/Materials,EUR
PRJ00205,2025-05-01,3291447,4341046,32923016,85119895,Inflation/Materials,EUR
PRJ00205,2025-06-01,3492922,3652914,36675165,88652887,Inflation/Materials,EUR
PRJ00205,2025-07-01,3668309,3676122,39720722,89796249,Inflation/Materials,EUR
PRJ00205,2025-08-01,3813340,4140951,30126845,89802223,Inflation/Materials,EUR
PRJ00205,2025-09-01,3923747,5044089,31918510,87661306,Inflation/Materials,EUR
PRJ00205,2025-10-01,3995261,3796696,23704455,84479461,Inflation/Materials,EUR
PRJ00205,2025-11-01,4023615,5349717,25512802,87208605,Inflation/Materials,EUR
PRJ00205,2025-12-01,4004540,3368722,14200653,84447549,Inflation/Materials,EUR
PRJ00205,2026-01-01,3933768,3803060,19107793,84775954,Inflation/Materials,EUR
PRJ00205,2026-02-01,3807030,1927845,11115706,82477283,Inflation/Materials,EUR
PRJ00205,2026-03-01,3620060,3470585,14745591,80833269,Inflation/Materials,EUR
PRJ00205,2026-04-01,3368588,2449068,9339810,80186589,Inflation/Materials,EUR
PRJ00205,2026-05-01,3048346,3732663,7492842,79752837,Inflation/Materials,EUR
PRJ00205,2026-06-01,2655067,3215482,5683185,79834080,Inflation/Materials,EUR
PRJ00205,2026-07-01,2184482,3104416,5028475,80328779,Inflation/Materials,EUR
PRJ00205,2026-08-01,1632322,2535254,3527779,81037351,Inflation/Materials,EUR
PRJ00205,2026-09-01,994321,1005926,1145995,80852859,Inflation/Materials,EUR
PRJ00205,2026-10-01,266209,223882,223882,80755959,Inflation/Materials,EUR
PRJ00206,2025-06-01,1828,2127,20386022,30465000,Design Rework,EUR
PRJ00206,2025-07-01,71759,87982,18424916,30281361,Design Rework,EUR
PRJ00206,2025-08-01,230011,199480,20128850,31978204,Design Rework,EUR
PRJ00206,2025-09-01,458700,475818,18618966,29266916,Design Rework,EUR
PRJ00206,2025-10-01,739945,717601,20793175,30833358,Design Rework,EUR
PRJ00206,2025-11-01,1055862,1157578,19194815,30012692,Design Rework,EUR
PRJ00206,2025-12-01,1388566,1684372,17520908,31496432,Design Rework,EUR
PRJ00206,2026-01-01,1720176,1797709,12254497,31769520,Design Rework,EUR
PRJ00206,2026-02-01,2032808,2064997,11072108,29906002,Design Rework,EUR
PRJ00206,2026-03-01,2308578,2566759,10906755,29436308,Design Rework,EUR
PRJ00206,2026-04-01,2529604,2131771,9997317,29853511,Design Rework,EUR
PRJ00206,2026-05-01,2678002,3105523,11300366,29481554,Design Rework,EUR
PRJ00206,2026-06-01,2735888,3237045,10275388,30517654,Design Rework,EUR
PRJ00206,2026-07-01,2685380,2874703,7042945,30370880,Design Rework,EUR
PRJ00206,2026-08-01,2508595,2566151,5612063,29904854,Design Rework,EUR
PRJ00206,2026-09-01,2187648,2274873,3537366,30123013,Design Rework,EUR
PRJ00206,2026-10-01,1704658,1773389,2494988,30047665,Design Rework,EUR
PRJ00206,2026-11-01,1041740,1108253,1194475,30021407,Design Rework,EUR
PRJ00206,2026-12-01,181011,163459,163459,29989591,Design Rework,EUR
PRJ00207,2025-12-01,4388,4293,25134632,47339877,Design Rework,EUR
PRJ00207,2026-01-01,338294,387596,36209509,50276539,Design Rework,EUR
PRJ00207,2026-02-01,1100833,1302582,33410082,49386800,Design Rework,EUR
PRJ00207,2026-03-01,2147155,2345923,20194819,47918144,Design Rework,EUR
PRJ00207,2026-04-01,3332412,3773847,28442971,50055850,Design Rework,EUR
PRJ00207,2026-05-01,4511758,4634278,28122910,48605761,Design Rework,EUR
PRJ00207,2026-06-01,5540344,5940272,18794622,49554599,Design Rework,EUR
PRJ00207,2026-07-01,6273321,6000506,16947257,46993043,Design Rework,EUR
PRJ00207,2026-08-01,6565842,6680690,15468448,47303482,Design Rework,EUR
PRJ00207,2026-09-01,6273059,6693160,13165221,47452719,Design Rework,EUR
PRJ00207,2026-10-01,5250125,4739361,7545746,46597608,Design Rework,EUR
PRJ00207,2026-11-01,3352190,4445649,4782130,47443091,Design Rework,EUR
PRJ00207,2026-12-01,434407,432070,432070,47380228,Design Rework,EUR
PRJ00208,2023-03-01,555,511,10519742,22641988,Productivity Delay,EUR
PRJ00208,2023-04-01,5482,5959,12238537,22779602,Productivity Delay,EUR
PRJ00208,2023-05-01,15220,17241,10989124,22953750,Productivity Delay,EUR
PRJ00208,2023-06-01,29422,27723,12895824,22127212,Productivity Delay,EUR
PRJ00208,2023-07-01,47741,44246,16969927,22555870,Productivity Delay,EUR
PRJ00208,2023-08-01,69829,66046,11918783,23966726,Productivity Delay,EUR
PRJ00208,2023-09-01,95338,85471,10411309,23245668,Productivity Delay,EUR
PRJ00208,2023-10-01,123920,143746,12424322,22744370,Productivity Delay,EUR
PRJ00208,2023-11-01,155230,178546,13773798,23167292,Productivity Delay,EUR
PRJ00208,2023-12-01,188919,191942,11213118,22787202,Productivity Delay,EUR
PRJ00208,2024-01-01,224639,234365,13059829,23473287,Productivity Delay,EUR
PRJ00208,2024-02-01,262043,256401,12052756,24140377,Productivity Delay,EUR
PRJ00208,2024-03-01,300784,388913,10921684,22960672,Productivity Delay,EUR
PRJ00208,2024-04-01,340514,341964,13163442,22217844,Productivity Delay,EUR
PRJ00208,2024-05-01,380886,378774,14565244,22295404,Productivity Delay,EUR
PRJ00208,2024-06-01,421553,436962,14440136,23538137,Productivity Delay,EUR
PRJ00208,2024-07-01,462166,421469,8231504,23924261,Productivity Delay,EUR
PRJ00208,2024-08-01,502378,541611,9993881,22475515,Productivity Delay,EUR
PRJ00208,2024-09-01,541842,650066,12920331,22535361,Productivity Delay,EUR
PRJ00208,2024-10-01,580211,598612,8650406,23155528,Productivity Delay,EUR
PRJ00208,2024-11-01,617137,699908,12347852,22291697,Productivity Delay,EUR
PRJ00208,2024-12-01,652272,550621,9852594,23027385,Productivity Delay,EUR
PRJ00208,2025-01-01,685269,650981,7156987,22999471,Productivity Delay,EUR
PRJ00208,2025-02-01,715781,758846,8113535,22355655,Productivity Delay,EUR
PRJ00208,2025-03-01,743460,636369,8550685,21813013,Productivity Delay,EUR
PRJ00208,2025-04-01,767958,832823,9158930,22235530,Productivity Delay,EUR
PRJ00208,2025-05-01,788929,802856,6720087,22781697,Productivity Delay,EUR
PRJ00208,2025-06-01,806024,871399,6065739,21690914,Productivity Delay,EUR
PRJ00208,2025-07-01,818897,839845,8420393,22604782,Productivity Delay,EUR
PRJ00208,2025-08-01,827199,854298,5762267,22402659,Productivity Delay,EUR
PRJ00208,2025-09-01,830584,644910,6880716,22501807,Productivity Delay,EUR
PRJ00208,2025-10-01,828703,775129,5193837,22166620,Productivity Delay,EUR
PRJ00208,2025-11-01,821210,906032,3905059,22160344,Productivity Delay,EUR
PRJ00208,2025-12-01,807757,728038,4377950,21712047,Productivity Delay,EUR
PRJ00208,2026-01-01,787996,746199,4238350,21947423,Productivity Delay,EUR
PRJ00208,2026-02-01,761580,764721,2793814,21938579,Productivity Delay,EUR
PRJ00208,2026-03-01,728162,738207,3439477,22009749,Productivity Delay,EUR
PRJ00208,2026-04-01,687394,773450,2733771,21773913,Productivity Delay,EUR
PRJ00208,2026-05-01,638928,686273,1952475,21824030,Productivity Delay,EUR
PRJ00208,2026-06-01,582417,571100,1639612,21858517,Productivity Delay,EUR
PRJ00208,2026-07-01,517514,450242,1371569,21704957,Productivity Delay,EUR
PRJ00208,2026-08-01,443872,608545,1157938,21827544,Productivity Delay,EUR
PRJ00208,2026-09-01,361141,380632,705689,21792189,Productivity Delay,EUR
PRJ00208,2026-10-01,268977,308231,441170,21826773,Productivity Delay,EUR
PRJ00208,2026-11-01,167030,133576,155921,21783797,Productivity Delay,EUR
PRJ00208,2026-12-01,54953,55557,55557,21779355,Productivity Delay,EUR
PRJ00209,2023-01-01,1945,2082,30330147,59228631,Scope Change,EUR
PRJ00209,2023-02-01,34246,38324,34600934,60674200,Scope Change,EUR
PRJ00209,2023-03-01,103116,114620,25392749,58864737,Scope Change,EUR
PRJ00209,2023-04-01,204447,216980,25478063,56587839,Scope Change,EUR
PRJ00209,2023-05-01,334127,315643,37783608,55231601,Scope Change,EUR
PRJ00209,2023-06-01,488048,592847,25955414,54460166,Scope Change,EUR
PRJ00209,2023-07-01,662099,883348,31128544,59647605,Scope Change,EUR
PRJ00209,2023-08-01,852170,989738,23249196,58182250,Scope Change,EUR
PRJ00209,2023-09-01,1054152,1038491,35178491,56630152,Scope Change,EUR
PRJ00209,2023-10-01,1263934,910925,21818197,58547533,Scope Change,EUR
PRJ00209,2023-11-01,1477407,2110772,26617386,54699916,Scope Change,EUR
PRJ00209,2023-12-01,1690460,1801006,19926524,56522018,Scope Change,EUR
PRJ00209,2024-01-01,1898984,2585956,19081715,57681873,Scope Change,EUR
PRJ00209,2024-02-01,2098869,2991086,30662642,59460330,Scope Change,EUR
PRJ00209,2024-03-01,2286005,2878373,29310053,57947445,Scope Change,EUR
PRJ00209,2024-04-01,2456281,3166234,25767763,59815733,Scope Change,EUR
PRJ00209,2024-05-01,2605589,3317652,17473951,60487033,Scope Change,EUR
PRJ00209,2024-06-01,2729818,2883270,14263751,59271557,Scope Change,EUR
PRJ00209,2024-07-01,2824857,2465045,21887373,58745802,Scope Change,EUR
PRJ00209,2024-08-01,2886598,3631359,20920529,58461234,Scope Change,EUR
PRJ00209,2024-09-01,2910931,2320393,12113766,57749935,Scope Change,EUR
PRJ00209,2024-10-01,2893744,2958083,9554998,58278021,Scope Change,EUR
PRJ00209,2024-11-01,2830929,2755515,13075991,56349730,Scope Change,EUR
PRJ00209,2024-12-01,2718376,3298649,10256957,57428613,Scope Change,EUR
PRJ00209,2025-01-01,2551974,2924805,8531158,56896011,Scope Change,EUR
PRJ00209,2025-02-01,2327614,2264664,5844859,56532501,Scope Change,EUR
PRJ00209,2025-03-01,2041186,2074956,4677259,56088702,Scope Change,EUR
PRJ00209,2025-04-01,1688580,2512166,3688636,56841459,Scope Change,EUR
PRJ00209,2025-05-01,1265685,1195632,1707065,56372090,Scope Change,EUR
PRJ00209,2025-06-01,768393,817342,903716,56286726,Scope Change,EUR
PRJ00209,2025-07-01,192592,233931,233931,56289887,Scope Change,EUR
PRJ00210,2026-03-01,7497,7369,33601475,65442178,Design Rework,EUR
PRJ00210,2026-04-01,943070,1178599,25573237,64379425,Design Rework,EUR
PRJ00210,2026-05-01,3033861,3172931,43301820,62935342,Design Rework,EUR
PRJ00210,2026-06-01,5693283,6047040,31564844,61342562,Design Rework,EUR
PRJ00210,2026-07-01,8334749,8134946,24020764,62911300,Design Rework,EUR
PRJ00210,2026-08-01,10371670,10751064,33978708,59666562,Design Rework,EUR
PRJ00210,2026-09-01,11217459,12081103,24209562,62018243,Design Rework,EUR
PRJ00210,2026-10-01,10285530,12204548,17554408,61693828,Design Rework,EUR
PRJ00210,2026-11-01,6989295,7677669,8075700,62066078,Design Rework,EUR
PRJ00210,2026-12-01,742166,881068,881068,62136338,Design Rework,EUR
PRJ00211,2024-10-01,737,720,12457711,18126062,Inflation/Materials,EUR
PRJ00211,2024-11-01,16133,16974,11430217,17459203,Inflation/Materials,EUR
PRJ00211,2024-12-01,49663,48335,9445789,18312245,Inflation/Materials,EUR
PRJ00211,2025-01-01,98935,94313,12052643,18403549,Inflation/Materials,EUR
PRJ00211,2025-02-01,161556,178208,11531798,17944907,Inflation/Materials,EUR
PRJ00211,2025-03-01,235132,247410,9281630,17269619,Inflation/Materials,EUR
PRJ00211,2025-04-01,317271,351625,10469749,17927461,Inflation/Materials,EUR
PRJ00211,2025-05-01,405580,405337,9859902,17565330,Inflation/Materials,EUR
PRJ00211,2025-06-01,497666,562853,10016454,17504107,Inflation/Materials,EUR
PRJ00211,2025-07-01,591136,555952,7759467,17770337,Inflation/Materials,EUR
PRJ00211,2025-08-01,683596,691611,6942837,16936705,Inflation/Materials,EUR
PRJ00211,2025-09-01,772654,728371,9711287,17492493,Inflation/Materials,EUR
PRJ00211,2025-10-01,855916,933085,7851395,17311828,Inflation/Materials,EUR
PRJ00211,2025-11-01,930990,1165716,9144986,17368600,Inflation/Materials,EUR
PRJ00211,2025-12-01,995483,1094114,7239714,17627794,Inflation/Materials,EUR
PRJ00211,2026-01-01,1047002,1098535,8086102,18378131,Inflation/Materials,EUR
PRJ00211,2026-02-01,1083153,1125470,7198919,17539023,Inflation/Materials,EUR
PRJ00211,2026-03-01,1101543,1099910,4305138,17767703,Inflation/Materials,EUR
PRJ00211,2026-04-01,1099781,1294605,4534827,17656237,Inflation/Materials,EUR
PRJ00211,2026-05-01,1075472,1186960,3796876,17747381,Inflation/Materials,EUR
PRJ00211,2026-06-01,1026223,905751,3208635,17630074,Inflation/Materials,EUR
PRJ00211,2026-07-01,949643,1116171,2238630,17527816,Inflation/Materials,EUR
PRJ00211,2026-08-01,843336,816114,1572954,17481655,Inflation/Materials,EUR
PRJ00211,2026-09-01,704912,698195,1076868,17433961,Inflation/Materials,EUR
PRJ00211,2026-10-01,531976,586579,798819,17431378,Inflation/Materials,EUR
PRJ00211,2026-11-01,322135,321035,371949,17402480,Inflation/Materials,EUR
PRJ00211,2026-12-01,72997,94731,94731,17418681,Inflation/Materials,EUR
PRJ00212,2024-09-01,2120,1755,19747770,60439695,Scope Change,EUR
PRJ00212,2024-10-01,43776,52880,23754691,58412138,Scope Change,EUR
PRJ00212,2024-11-01,134023,184348,20884828,59278337,Scope Change,EUR
PRJ00212,2024-12-01,266715,230232,30316759,59700528,Scope Change,EUR
PRJ00212,2025-01-01,435710,297440,38690532,61040282,Scope Change,EUR
PRJ00212,2025-02-01,634861,539574,34991403,60650278,Scope Change,EUR
PRJ00212,2025-03-01,858025,827630,23109320,57584637,Scope Change,EUR
PRJ00212,2025-04-01,1099058,1722869,24042508,59293055,Scope Change,EUR
PRJ00212,2025-05-01,1351815,902413,31783529,57002613,Scope Change,EUR
PRJ00212,2025-06-01,1610153,930981,29226181,59704792,Scope Change,EUR
PRJ00212,2025-07-01,1867926,2211155,27362367,57398773,Scope Change,EUR
PRJ00212,2025-08-01,2118990,1866340,31943872,57501991,Scope Change,EUR
PRJ00212,2025-09-01,2357202,1873130,25526624,56033143,Scope Change,EUR
PRJ00212,2025-10-01,2576416,3349631,27054350,57059075,Scope Change,EUR
PRJ00212,2025-11-01,2770489,3125349,18841277,54878985,Scope Change,EUR
PRJ00212,2025-12-01,2933276,4134872,15917405,55049830,Scope Change,EUR
PRJ00212,2026-01-01,3058633,4056465,16478406,55676165,Scope Change,EUR
PRJ00212,2026-02-01,3140415,2285827,11472450,54561075,Scope Change,EUR
PRJ00212,2026-03-01,3172479,1848887,11897846,52548614,Scope Change,EUR
PRJ00212,2026-04-01,3148680,4548857,16649269,53639735,Scope Change,EUR
PRJ00212,2026-05-01,3062873,3251905,9580762,53293325,Scope Change,EUR
PRJ00212,2026-06-01,2908914,5900871,12134287,55305187,Scope Change,EUR
PRJ00212,2026-07-01,2680660,3747126,8863639,56365904,Scope Change,EUR
PRJ00212,2026-08-01,2371965,3610939,7119600,57151620,Scope Change,EUR
PRJ00212,2026-09-01,1976686,1599439,3250967,56171178,Scope Change,EUR
PRJ00212,2026-10-01,1488677,1599125,2079373,56059657,Scope Change,EUR
PRJ00212,2026-11-01,901796,1216590,1324787,56166044,Scope Change,EUR
PRJ00212,2026-12-01,209897,225444,225444,56142074,Scope Change,EUR
PRJ00213,2024-08-01,1636,1489,15756074,43728944,Inflation/Materials,EUR
PRJ00213,2024-09-01,31967,35006,19643546,42764666,Inflation/Materials,EUR
PRJ00213,2024-10-01,97329,108572,21099686,43280023,Inflation/Materials,EUR
PRJ00213,2024-11-01,193469,231198,22054389,41208047,Inflation/Materials,EUR
PRJ00213,2024-12-01,316136,325405,17899155,43126256,Inflation/Materials,EUR
PRJ00213,2025-01-01,461077,564241,26189020,41995050,Inflation/Materials,EUR
PRJ00213,2025-02-01,624041,700097,24041399,42496038,Inflation/Materials,EUR
PRJ00213,2025-03-01,800773,689320,16986079,44046639,Inflation/Materials,EUR
PRJ00213,2025-04-01,987023,1077663,29092101,43068260,Inflation/Materials,EUR
PRJ00213,2025-05-01,1178537,1247065,27653494,43298008,Inflation/Materials,EUR
PRJ00213,2025-06-01,1371064,1596344,16398193,43063084,Inflation/Materials,EUR
PRJ00213,2025-07-01,1560351,1849108,23708110,41022693,Inflation/Materials,EUR
PRJ00213,2025-08-01,1742146,1667250,22402690,44325021,Inflation/Materials,EUR
PRJ00213,2025-09-01,1912196,2210622,15017122,41410120,Inflation/Materials,EUR
PRJ00213,2025-10-01,2066250,2161931,19945631,41917937,Inflation/Materials,EUR
PRJ00213,2025-11-01,2200054,2166678,20768307,41757487,Inflation/Materials,EUR
PRJ00213,2025-12-01,2309357,2802598,16176070,42660220,Inflation/Materials,EUR
PRJ00213,2026-01-01,2389905,2412708,17092639,41674572,Inflation/Materials,EUR
PRJ00213,2026-02-01,2437447,2592007,14667411,41918402,Inflation/Materials,EUR
PRJ00213,2026-03-01,2447731,2575215,13234168,42732278,Inflation/Materials,EUR
PRJ00213,2026-04-01,2416504,2693342,10817918,42216205,Inflation/Materials,EUR
PRJ00213,2026-05-01,2339513,2807134,8927177,42868996,Inflation/Materials,EUR
PRJ00213,2026-06-01,2212507,2722716,6061613,42854964,Inflation/Materials,EUR
PRJ00213,2026-07-01,2031233,2347927,4712489,42776668,Inflation/Materials,EUR
PRJ00213,2026-08-01,1791439,1578065,3648759,42871060,Inflation/Materials,EUR
PRJ00213,2026-09-01,1488871,1808207,2777607,43104503,Inflation/Materials,EUR
PRJ00213,2026-10-01,1119279,1257711,1898205,43190755,Inflation/Materials,EUR
PRJ00213,2026-11-01,678410,798026,908251,43194763,Inflation/Materials,EUR
PRJ00213,2026-12-01,162011,166557,166557,43194200,Inflation/Materials,EUR
PRJ00214,2024-06-01,833,977,13321613,24336738,Inflation/Materials,EUR
PRJ00214,2024-07-01,14658,15176,14568120,22817391,Inflation/Materials,EUR
PRJ00214,2024-08-01,44137,43458,16498543,23331188,Inflation/Materials,EUR
PRJ00214,2024-09-01,87509,81229,8935256,22722182,Inflation/Materials,EUR
PRJ00214,2024-10-01,143016,138145,11850791,22380856,Inflation/Materials,EUR
PRJ00214,2024-11-01,208899,188107,15623803,23579945,Inflation/Materials,EUR
PRJ00214,2024-12-01,283398,287190,13020763,22960214,Inflation/Materials,EUR
PRJ00214,2025-01-01,364754,450792,15017973,22534191,Inflation/Materials,EUR
PRJ00214,2025-02-01,451208,452226,10988681,22514889,Inflation/Materials,EUR
PRJ00214,2025-03-01,541001,580825,10164355,23755790,Inflation/Materials,EUR
PRJ00214,2025-04-01,632374,706993,9869590,23554462,Inflation/Materials,EUR
PRJ00214,2025-05-01,723567,739294,8548977,23534264,Inflation/Materials,EUR
PRJ00214,2025-06-01,812821,829821,10310783,22751709,Inflation/Materials,EUR
PRJ00214,2025-07-01,898378,1074734,11794416,23855977,Inflation/Materials,EUR
PRJ00214,2025-08-01,978477,1056522,10846405,23708711,Inflation/Materials,EUR
PRJ00214,2025-09-01,1051361,1240289,9296389,23906452,Inflation/Materials,EUR
PRJ00214,2025-10-01,1115269,1464468,9774937,23033884,Inflation/Materials,EUR
PRJ00214,2025-11-01,1168442,1130807,7241514,23564993,Inflation/Materials,EUR
PRJ00214,2025-12-01,1209122,1261727,5801373,23500560,Inflation/Materials,EUR
PRJ00214,2026-01-01,1235549,1287807,6567486,23091820,Inflation/Materials,EUR
PRJ00214,2026-02-01,1245964,1255271,6221103,23178416,Inflation/Materials,EUR
PRJ00214,2026-03-01,1238608,1256269,6426714,23192845,Inflation/Materials,EUR
PRJ00214,2026-04-01,1211721,1464617,5341828,23531200,Inflation/Materials,EUR
PRJ00214,2026-05-01,1163545,1245599,3499022,23289223,Inflation/Materials,EUR
PRJ00214,2026-06-01,1092320,1446104,3504182,23598613,Inflation/Materials,EUR
PRJ00214,2026-07-01,996288,1013154,2417245,23348147,Inflation/Materials,EUR
PRJ00214,2026-08-01,873688,1065588,2334504,23568977,Inflation/Materials,EUR
PRJ00214,2026-09-01,722762,900886,1576381,23700336,Inflation/Materials,EUR
PRJ00214,2026-10-01,541751,569491,815020,23707982,Inflation/Materials,EUR
PRJ00214,2026-11-01,328895,364220,415009,23697279,Inflation/Materials,EUR
PRJ00214,2026-12-01,82435,95096,95096,23706883,Inflation/Materials,EUR
PRJ00215,2025-05-01,1260,1464,9324246,22161467,Inflation/Materials,EUR
PRJ00215,2025-06-01,45301,42547,10568279,22285172,Inflation/Materials,EUR
PRJ00215,2025-07-01,144565,130761,9885754,20754407,Inflation/Materials,EUR
PRJ00215,2025-08-01,288571,287799,10337701,21707477,Inflation/Materials,EUR
PRJ00215,2025-09-01,466836,583712,8620791,21883599,Inflation/Materials,EUR
PRJ00215,2025-10-01,668881,738737,11005057,22177196,Inflation/Materials,EUR
PRJ00215,2025-11-01,884224,915123,12587530,22394061,Inflation/Materials,EUR
PRJ00215,2025-12-01,1102383,1153841,8483872,21830485,Inflation/Materials,EUR
PRJ00215,2026-01-01,1312877,1129835,11710107,21792893,Inflation/Materials,EUR
PRJ00215,2026-02-01,1505225,1548964,10914342,21004602,Inflation/Materials,EUR
PRJ00215,2026-03-01,1668945,1988479,8888517,22574468,Inflation/Materials,EUR
PRJ00215,2026-04-01,1793557,1826195,9606303,21454209,Inflation/Materials,EUR
PRJ00215,2026-05-01,1868578,1932339,8838416,22347478,Inflation/Materials,EUR
PRJ00215,2026-06-01,1883528,2062248,6780865,21880317,Inflation/Materials,EUR
PRJ00215,2026-07-01,1827925,1719800,5325509,21719526,Inflation/Materials,EUR
PRJ00215,2026-08-01,1691288,1852455,3841975,21595151,Inflation/Materials,EUR
PRJ00215,2026-09-01,1463135,1422541,2533242,21462603,Inflation/Materials,EUR
PRJ00215,2026-10-01,1132986,1141002,1539233,21366987,Inflation/Materials,EUR
PRJ00215,2026-11-01,690359,704102,791089,21320723,Inflation/Materials,EUR
PRJ00215,2026-12-01,124772,127265,127265,21309209,Inflation/Materials,EUR
PRJ00216,2024-12-01,735,677,10501863,15523301,Design Rework,EUR
PRJ00216,2025-01-01,18209,14825,6340819,16267735,Design Rework,EUR
PRJ00216,2025-02-01,56666,52340,8391479,16446141,Design Rework,EUR
PRJ00216,2025-03-01,113071,62131,11029049,18085653,Design Rework,EUR
PRJ00216,2025-04-01,184394,158811,9633152,17152359,Design Rework,EUR
PRJ00216,2025-05-01,267599,396695,6944786,16741123,Design Rework,EUR
PRJ00216,2025-06-01,359656,189552,6094627,16428398,Design Rework,EUR
PRJ00216,2025-07-01,457531,351147,6261456,16521318,Design Rework,EUR
PRJ00216,2025-08-01,558191,784504,7934667,16443394,Design Rework,EUR
PRJ00216,2025-09-01,658604,583000,9414499,16159267,Design Rework,EUR
PRJ00216,2025-10-01,755736,749937,6347282,16511173,Design Rework,EUR
PRJ00216,2025-11-01,846555,903316,6934449,16424232,Design Rework,EUR
PRJ00216,2025-12-01,928028,698394,7251422,16414362,Design Rework,EUR
