ProjectID,ReadinessArea,Status,Score,DueDate,LastUpdatedDate,OwnerRole
PRJ00188,Design Maturity,In Progress,0.6,2027-05-06,2026-01-18,Consents Lead
PRJ00188,Procurement,At Risk,0.25,2027-04-10,2026-01-18,PMO Lead
PRJ00188,Contractor Mobilisation,At Risk,0.54,2027-05-15,2026-01-18,Engineering Manager
PRJ00188,Outage Plan,At Risk,0.25,2027-05-11,2026-01-18,HSE Lead
PRJ00188,Stakeholder Engagement,At Risk,0.58,2027-05-07,2026-01-18,PMO Lead
PRJ00188,Safety & Compliance,Complete,1.0,2027-05-10,2026-01-18,Consents Lead
PRJ00188,Environmental,At Risk,0.31,2027-05-09,2026-01-18,Consents Lead
PRJ00188,Resource Plan,In Progress,0.61,2027-04-15,2026-01-18,Stakeholder Manager
PRJ00189,Permits & Consents,In Progress,0.74,2026-09-05,2026-01-18,Stakeholder Manager
PRJ00189,Land Access,Complete,1.0,2026-10-02,2026-01-18,Construction Manager
PRJ00189,Design Maturity,Complete,1.0,2026-08-07,2026-01-18,Consents Lead
PRJ00189,Procurement,At Risk,0.24,2026-08-31,2026-01-18,Stakeholder Manager
PRJ00189,Contractor Mobilisation,In Progress,0.64,2026-08-15,2026-01-18,Construction Manager
PRJ00189,Outage Plan,Complete,1.0,2026-08-28,2026-01-18,Programme Controls
PRJ00189,Stakeholder Engagement,Not Started,0.0,2026-09-22,2026-01-18,Stakeholder Manager
PRJ00189,Safety & Compliance,In Progress,0.74,2026-10-04,2026-01-18,Programme Controls
PRJ00189,Environmental,In Progress,0.36,2026-08-24,2026-01-18,Consents Lead
PRJ00189,Resource Plan,Complete,1.0,2026-09-06,2026-01-18,Commercial Manager
PRJ00190,Permits & Consents,Complete,1.0,2025-11-26,2025-11-17,Stakeholder Manager
PRJ00190,Land Access,Complete,1.0,2026-01-19,2026-01-18,Programme Controls
PRJ00190,Design Maturity,Complete,1.0,2025-12-24,2025-12-15,Programme Controls
PRJ00190,Procurement,Not Started,0.0,2026-01-14,2025-12-10,Engineering Manager
PRJ00190,Contractor Mobilisation,At Risk,0.15,2025-12-09,2025-11-10,Construction Manager
PRJ00190,Outage Plan,In Progress,0.37,2026-01-01,2026-01-04,Programme Controls
PRJ00190,Stakeholder Engagement,In Progress,0.55,2025-12-30,2026-01-10,Engineering Manager
PRJ00190,Safety & Compliance,In Progress,0.27,2025-12-10,2025-12-10,Commercial Manager
PRJ00190,Environmental,At Risk,0.16,2025-12-28,2025-11-30,Commercial Manager
PRJ00190,Resource Plan,Not Started,0.0,2025-11-22,2025-11-29,Stakeholder Manager
PRJ00191,Permits & Consents,Complete,1.0,2024-11-03,2024-09-29,Construction Manager
PRJ00191,Land Access,Not Started,0.0,2024-11-09,2024-11-22,Commercial Manager
PRJ00191,Design Maturity,In Progress,0.33,2024-11-09,2024-10-01,Programme Controls
PRJ00191,Procurement,In Progress,0.66,2024-11-02,2024-11-09,Construction Manager
PRJ00191,Contractor Mobilisation,In Progress,0.73,2025-01-08,2025-01-25,Stakeholder Manager
PRJ00191,Outage Plan,Not Started,0.0,2024-11-14,2024-11-17,Consents Lead
PRJ00191,Stakeholder Engagement,Complete,1.0,2024-11-17,2024-10-15,Construction Manager
PRJ00191,Safety & Compliance,At Risk,0.27,2024-12-23,2024-12-27,PMO Lead
PRJ00191,Environmental,In Progress,0.31,2025-01-06,2024-12-15,HSE Lead
PRJ00191,Resource Plan,At Risk,0.56,2025-01-06,2025-01-10,Commercial Manager
PRJ00192,Permits & Consents,In Progress,0.59,2027-06-03,2026-01-18,HSE Lead
PRJ00192,Land Access,Not Started,0.0,2027-07-02,2026-01-18,Commercial Manager
PRJ00192,Design Maturity,In Progress,0.53,2027-06-27,2026-01-18,Commercial Manager
PRJ00192,Procurement,In Progress,0.38,2027-05-26,2026-01-18,PMO Lead
PRJ00192,Contractor Mobilisation,In Progress,0.48,2027-05-31,2026-01-18,Commercial Manager
PRJ00192,Outage Plan,Complete,1.0,2027-05-18,2026-01-18,Programme Controls
PRJ00192,Stakeholder Engagement,Not Started,0.0,2027-05-31,2026-01-18,Stakeholder Manager
PRJ00192,Safety & Compliance,Complete,1.0,2027-06-07,2026-01-18,Programme Controls
PRJ00192,Environmental,Complete,1.0,2027-06-28,2026-01-18,Stakeholder Manager
PRJ00192,Resource Plan,In Progress,0.28,2027-05-19,2026-01-18,Engineering Manager
PRJ00193,Permits & Consents,Complete,1.0,2024-09-02,2024-08-05,Construction Manager
PRJ00193,Land Access,Complete,1.0,2024-08-03,2024-08-08,Stakeholder Manager
PRJ00193,Design Maturity,In Progress,0.22,2024-09-04,2024-09-21,Stakeholder Manager
PRJ00193,Procurement,In Progress,0.54,2024-09-16,2024-08-11,Stakeholder Manager
PRJ00193,Contractor Mobilisation,In Progress,0.59,2024-08-05,2024-07-01,PMO Lead
PRJ00193,Outage Plan,Complete,1.0,2024-08-19,2024-07-18,Commercial Manager
PRJ00193,Stakeholder Engagement,Complete,1.0,2024-09-14,2024-08-07,Programme Controls
PRJ00193,Safety & Compliance,Complete,1.0,2024-08-17,2024-08-31,PMO Lead
PRJ00193,Environmental,In Progress,0.59,2024-09-14,2024-08-25,Commercial Manager
PRJ00193,Resource Plan,Complete,1.0,2024-09-08,2024-09-09,HSE Lead
PRJ00194,Permits & Consents,In Progress,0.29,2024-04-23,2024-05-09,HSE Lead
PRJ00194,Land Access,In Progress,0.79,2024-03-17,2024-04-02,Stakeholder Manager
PRJ00194,Design Maturity,In Progress,0.53,2024-04-04,2024-04-24,Construction Manager
PRJ00194,Procurement,In Progress,0.34,2024-04-02,2024-04-22,Commercial Manager
PRJ00194,Contractor Mobilisation,In Progress,0.47,2024-04-14,2024-04-07,Programme Controls
PRJ00194,Outage Plan,In Progress,0.47,2024-04-07,2024-04-11,Commercial Manager
PRJ00194,Stakeholder Engagement,Complete,1.0,2024-04-02,2024-04-01,Construction Manager
PRJ00194,Safety & Compliance,In Progress,0.22,2024-04-06,2024-04-09,PMO Lead
PRJ00194,Environmental,In Progress,0.25,2024-04-09,2024-03-18,Commercial Manager
PRJ00194,Resource Plan,Complete,1.0,2024-03-19,2024-03-11,Engineering Manager
PRJ00195,Permits & Consents,Complete,1.0,2025-07-03,2025-07-02,HSE Lead
PRJ00195,Land Access,In Progress,0.37,2025-07-27,2025-08-02,PMO Lead
PRJ00195,Design Maturity,Complete,1.0,2025-07-08,2025-07-11,Construction Manager
PRJ00195,Procurement,Not Started,0.0,2025-07-29,2025-08-15,Construction Manager
PRJ00195,Contractor Mobilisation,Complete,1.0,2025-07-09,2025-06-06,Construction Manager
PRJ00195,Outage Plan,In Progress,0.79,2025-06-28,2025-05-20,Programme Controls
PRJ00195,Stakeholder Engagement,In Progress,0.37,2025-06-22,2025-06-29,Programme Controls
PRJ00195,Safety & Compliance,In Progress,0.44,2025-07-31,2025-07-26,Stakeholder Manager
PRJ00195,Environmental,In Progress,0.45,2025-07-06,2025-07-25,HSE Lead
PRJ00195,Resource Plan,At Risk,0.41,2025-08-08,2025-08-02,Stakeholder Manager
PRJ00196,Permits & Consents,In Progress,0.32,2024-03-28,2024-03-19,HSE Lead
PRJ00196,Land Access,Not Started,0.0,2024-04-05,2024-03-03,HSE Lead
PRJ00196,Design Maturity,Complete,1.0,2024-03-26,2024-04-08,Commercial Manager
PRJ00196,Procurement,Complete,1.0,2024-04-16,2024-04-26,Engineering Manager
PRJ00196,Contractor Mobilisation,In Progress,0.62,2024-03-17,2024-04-01,PMO Lead
PRJ00196,Outage Plan,At Risk,0.27,2024-02-25,2024-02-01,PMO Lead
PRJ00196,Stakeholder Engagement,In Progress,0.62,2024-03-13,2024-03-19,Construction Manager
PRJ00196,Safety & Compliance,Complete,1.0,2024-02-20,2024-02-08,HSE Lead
PRJ00196,Environmental,In Progress,0.57,2024-03-19,2024-04-05,Consents Lead
PRJ00196,Resource Plan,In Progress,0.76,2024-03-26,2024-03-01,Commercial Manager
PRJ00197,Permits & Consents,Not Started,0.0,2024-02-06,2024-01-05,Programme Controls
PRJ00197,Land Access,At Risk,0.52,2024-03-26,2024-04-11,Stakeholder Manager
PRJ00197,Design Maturity,Complete,1.0,2024-01-29,2024-01-29,Consents Lead
PRJ00197,Procurement,In Progress,0.7,2024-01-21,2024-02-04,Programme Controls
PRJ00197,Contractor Mobilisation,In Progress,0.52,2024-03-23,2024-03-16,Engineering Manager
PRJ00197,Outage Plan,In Progress,0.36,2024-01-21,2024-01-31,Programme Controls
PRJ00197,Stakeholder Engagement,Not Started,0.0,2024-03-20,2024-02-11,Engineering Manager
PRJ00197,Safety & Compliance,In Progress,0.2,2024-02-18,2024-02-15,Engineering Manager
PRJ00197,Environmental,Complete,1.0,2024-03-17,2024-03-24,Stakeholder Manager
PRJ00197,Resource Plan,Complete,1.0,2024-03-08,2024-03-26,Programme Controls
PRJ00198,Permits & Consents,In Progress,0.67,2026-06-07,2026-01-18,Engineering Manager
PRJ00198,Land Access,Not Started,0.0,2026-06-11,2026-01-18,Engineering Manager
PRJ00198,Design Maturity,In Progress,0.46,2026-05-25,2026-01-18,Construction Manager
PRJ00198,Procurement,In Progress,0.22,2026-06-12,2026-01-18,Stakeholder Manager
PRJ00198,Contractor Mobilisation,In Progress,0.61,2026-05-28,2026-01-18,PMO Lead
PRJ00198,Outage Plan,In Progress,0.52,2026-06-28,2026-01-18,Consents Lead
PRJ00198,Stakeholder Engagement,In Progress,0.24,2026-07-02,2026-01-18,Commercial Manager
PRJ00198,Safety & Compliance,Complete,1.0,2026-06-22,2026-01-18,Stakeholder Manager
PRJ00198,Environmental,In Progress,0.27,2026-07-16,2026-01-18,Commercial Manager
PRJ00198,Resource Plan,Not Started,0.0,2026-07-22,2026-01-18,PMO Lead
PRJ00199,Permits & Consents,Not Started,0.0,2026-07-23,2026-01-18,Engineering Manager
PRJ00199,Land Access,Not Started,0.0,2026-06-12,2026-01-18,Construction Manager
PRJ00199,Design Maturity,Complete,1.0,2026-07-13,2026-01-18,HSE Lead
PRJ00199,Procurement,Complete,1.0,2026-07-21,2026-01-18,PMO Lead
PRJ00199,Contractor Mobilisation,In Progress,0.4,2026-07-08,2026-01-18,Programme Controls
PRJ00199,Outage Plan,Not Started,0.0,2026-07-03,2026-01-18,Stakeholder Manager
PRJ00199,Stakeholder Engagement,In Progress,0.68,2026-06-25,2026-01-18,Engineering Manager
PRJ00199,Safety & Compliance,In Progress,0.72,2026-06-26,2026-01-18,Consents Lead
PRJ00199,Environmental,Not Started,0.0,2026-06-15,2026-01-18,Programme Controls
PRJ00199,Resource Plan,In Progress,0.76,2026-06-24,2026-01-18,PMO Lead
PRJ00200,Permits & Consents,Complete,1.0,2024-09-13,2024-08-14,Consents Lead
PRJ00200,Land Access,Not Started,0.0,2024-09-23,2024-08-19,Commercial Manager
PRJ00200,Design Maturity,In Progress,0.56,2024-08-18,2024-07-20,PMO Lead
PRJ00200,Procurement,Complete,1.0,2024-09-26,2024-10-06,Construction Manager
PRJ00200,Contractor Mobilisation,In Progress,0.74,2024-10-03,2024-09-01,HSE Lead
PRJ00200,Outage Plan,Not Started,0.0,2024-09-29,2024-10-07,Construction Manager
PRJ00200,Stakeholder Engagement,In Progress,0.34,2024-08-10,2024-07-21,Consents Lead
PRJ00200,Safety & Compliance,Complete,1.0,2024-10-15,2024-10-29,Engineering Manager
PRJ00200,Environmental,In Progress,0.28,2024-08-11,2024-08-01,Consents Lead
PRJ00200,Resource Plan,In Progress,0.36,2024-10-03,2024-09-27,Construction Manager
PRJ00201,Permits & Consents,In Progress,0.63,2026-09-12,2026-01-18,Commercial Manager
PRJ00201,Land Access,Not Started,0.0,2026-08-27,2026-01-18,Stakeholder Manager
PRJ00201,Design Maturity,Not Started,0.0,2026-09-19,2026-01-18,Engineering Manager
PRJ00201,Procurement,Not Started,0.0,2026-09-12,2026-01-18,Construction Manager
PRJ00201,Contractor Mobilisation,In Progress,0.65,2026-07-22,2026-01-18,Commercial Manager
PRJ00201,Outage Plan,At Risk,0.22,2026-09-18,2026-01-18,Consents Lead
PRJ00201,Stakeholder Engagement,In Progress,0.66,2026-08-28,2026-01-18,Commercial Manager
PRJ00201,Safety & Compliance,In Progress,0.71,2026-08-21,2026-01-18,HSE Lead
PRJ00201,Environmental,In Progress,0.54,2026-08-11,2026-01-18,PMO Lead
PRJ00201,Resource Plan,In Progress,0.52,2026-09-05,2026-01-18,Stakeholder Manager
PRJ00202,Permits & Consents,Complete,1.0,2023-11-13,2023-11-01,Commercial Manager
PRJ00202,Land Access,In Progress,0.57,2023-12-14,2023-11-30,Commercial Manager
PRJ00202,Design Maturity,Complete,1.0,2023-11-15,2023-12-04,Engineering Manager
PRJ00202,Procurement,Complete,1.0,2023-12-12,2023-12-29,Engineering Manager
PRJ00202,Contractor Mobilisation,In Progress,0.33,2023-12-05,2023-12-24,Commercial Manager
PRJ00202,Outage Plan,Complete,1.0,2023-11-08,2023-11-12,Engineering Manager
PRJ00202,Stakeholder Engagement,In Progress,0.5,2023-10-27,2023-10-14,Programme Controls
PRJ00202,Safety & Compliance,Not Started,0.0,2023-11-24,2023-11-26,Stakeholder Manager
PRJ00202,Environmental,At Risk,0.27,2023-10-22,2023-10-02,Stakeholder Manager
PRJ00202,Resource Plan,In Progress,0.73,2023-11-17,2023-11-15,Programme Controls
PRJ00203,Permits & Consents,Not Started,0.0,2024-10-31,2024-10-30,Construction Manager
PRJ00203,Land Access,Complete,1.0,2024-11-20,2024-11-18,Construction Manager
PRJ00203,Design Maturity,In Progress,0.54,2024-11-05,2024-10-07,Commercial Manager
PRJ00203,Procurement,In Progress,0.78,2024-10-15,2024-10-13,PMO Lead
PRJ00203,Contractor Mobilisation,In Progress,0.29,2024-11-02,2024-11-22,HSE Lead
PRJ00203,Outage Plan,In Progress,0.74,2024-10-18,2024-09-24,PMO Lead
PRJ00203,Stakeholder Engagement,In Progress,0.55,2024-11-03,2024-10-02,Stakeholder Manager
PRJ00203,Safety & Compliance,Complete,1.0,2024-11-20,2024-10-29,Consents Lead
PRJ00203,Environmental,In Progress,0.46,2024-10-10,2024-10-14,PMO Lead
PRJ00203,Resource Plan,In Progress,0.27,2024-09-23,2024-09-01,Commercial Manager
PRJ00204,Permits & Consents,In Progress,0.25,2026-05-15,2026-01-18,Consents Lead
PRJ00204,Land Access,In Progress,0.38,2026-05-18,2026-01-18,PMO Lead
PRJ00204,Design Maturity,In Progress,0.26,2026-05-24,2026-01-18,Programme Controls
PRJ00204,Procurement,In Progress,0.76,2026-04-27,2026-01-18,Engineering Manager
PRJ00204,Contractor Mobilisation,Complete,1.0,2026-04-16,2026-01-18,Engineering Manager
PRJ00204,Outage Plan,Not Started,0.0,2026-05-27,2026-01-18,HSE Lead
PRJ00204,Stakeholder Engagement,In Progress,0.57,2026-05-14,2026-01-18,Stakeholder Manager
PRJ00204,Safety & Compliance,In Progress,0.53,2026-06-16,2026-01-18,Construction Manager
PRJ00204,Environmental,In Progress,0.25,2026-05-20,2026-01-18,Stakeholder Manager
PRJ00204,Resource Plan,Not Started,0.0,2026-05-09,2026-01-18,Engineering Manager
PRJ00205,Permits & Consents,Complete,1.0,2024-11-30,2024-11-13,Programme Controls
PRJ00205,Land Access,At Risk,0.41,2024-11-01,2024-11-21,Consents Lead
PRJ00205,Design Maturity,Not Started,0.0,2024-12-04,2024-11-01,PMO Lead
PRJ00205,Procurement,In Progress,0.42,2024-11-21,2024-11-16,Engineering Manager
PRJ00205,Contractor Mobilisation,In Progress,0.49,2024-11-19,2024-11-07,Consents Lead
PRJ00205,Outage Plan,At Risk,0.52,2024-12-12,2024-12-12,Construction Manager
PRJ00205,Stakeholder Engagement,In Progress,0.24,2024-11-27,2024-12-07,Programme Controls
PRJ00205,Safety & Compliance,In Progress,0.76,2024-10-26,2024-11-07,Commercial Manager
PRJ00205,Environmental,In Progress,0.53,2024-10-24,2024-10-25,Engineering Manager
PRJ00205,Resource Plan,At Risk,0.54,2024-12-03,2024-12-02,Commercial Manager
PRJ00206,Permits & Consents,Complete,1.0,2026-05-11,2026-01-18,PMO Lead
PRJ00206,Land Access,Not Started,0.0,2026-04-27,2026-01-18,Commercial Manager
PRJ00206,Design Maturity,In Progress,0.78,2026-05-11,2026-01-18,Programme Controls
PRJ00206,Procurement,At Risk,0.56,2026-06-18,2026-01-18,Engineering Manager
PRJ00206,Contractor Mobilisation,Complete,1.0,2026-06-17,2026-01-18,Stakeholder Manager
PRJ00206,Outage Plan,In Progress,0.22,2026-05-31,2026-01-18,Construction Manager
PRJ00206,Stakeholder Engagement,Complete,1.0,2026-05-25,2026-01-18,Commercial Manager
PRJ00206,Safety & Compliance,Not Started,0.0,2026-06-16,2026-01-18,Commercial Manager
PRJ00206,Environmental,Complete,1.0,2026-04-19,2026-01-18,Engineering Manager
PRJ00206,Resource Plan,In Progress,0.62,2026-06-20,2026-01-18,Construction Manager
PRJ00207,Permits & Consents,Not Started,0.0,2026-12-01,2026-01-18,PMO Lead
PRJ00207,Land Access,Not Started,0.0,2026-12-29,2026-01-18,Programme Controls
PRJ00207,Design Maturity,At Risk,0.44,2026-11-12,2026-01-18,Construction Manager
PRJ00207,Procurement,In Progress,0.52,2026-12-25,2026-01-18,Construction Manager
PRJ00207,Contractor Mobilisation,In Progress,0.3,2026-12-22,2026-01-18,Engineering Manager
PRJ00207,Outage Plan,Not Started,0.0,2026-10-21,2026-01-18,Construction Manager
PRJ00207,Stakeholder Engagement,In Progress,0.22,2026-12-13,2026-01-18,Consents Lead
PRJ00207,Safety & Compliance,Not Started,0.0,2026-11-26,2026-01-18,Programme Controls
PRJ00207,Environmental,In Progress,0.31,2026-12-09,2026-01-18,PMO Lead
PRJ00207,Resource Plan,Complete,1.0,2026-12-17,2026-01-18,HSE Lead
PRJ00208,Permits & Consents,In Progress,0.38,2024-05-14,2024-04-06,Construction Manager
PRJ00208,Land Access,In Progress,0.51,2024-06-12,2024-05-09,HSE Lead
PRJ00208,Design Maturity,In Progress,0.68,2024-06-13,2024-06-13,Consents Lead
PRJ00208,Procurement,Complete,1.0,2024-06-06,2024-06-01,Commercial Manager
PRJ00208,Contractor Mobilisation,Complete,1.0,2024-05-12,2024-05-22,HSE Lead
PRJ00208,Outage Plan,Complete,1.0,2024-05-20,2024-05-24,Stakeholder Manager
PRJ00208,Stakeholder Engagement,In Progress,0.6,2024-07-10,2024-07-22,Stakeholder Manager
PRJ00208,Safety & Compliance,Complete,1.0,2024-07-11,2024-06-02,Construction Manager
PRJ00208,Environmental,In Progress,0.49,2024-06-30,2024-06-11,Stakeholder Manager
PRJ00208,Resource Plan,Complete,1.0,2024-07-18,2024-07-12,Construction Manager
PRJ00209,Permits & Consents,At Risk,0.23,2023-11-25,2023-12-02,Stakeholder Manager
PRJ00209,Land Access,In Progress,0.76,2023-11-20,2023-11-25,Commercial Manager
PRJ00209,Design Maturity,In Progress,0.26,2023-11-17,2023-10-30,HSE Lead
PRJ00209,Procurement,In Progress,0.52,2023-11-11,2023-10-24,Consents Lead
PRJ00209,Contractor Mobilisation,Complete,1.0,2023-10-31,2023-11-01,Stakeholder Manager
PRJ00209,Outage Plan,In Progress,0.33,2023-10-09,2023-10-24,Programme Controls
PRJ00209,Stakeholder Engagement,At Risk,0.11,2023-11-05,2023-10-05,Programme Controls
PRJ00209,Safety & Compliance,In Progress,0.75,2023-11-29,2023-12-08,Consents Lead
PRJ00209,Environmental,In Progress,0.52,2023-11-30,2023-11-27,PMO Lead
PRJ00209,Resource Plan,In Progress,0.35,2023-10-07,2023-10-17,Stakeholder Manager
PRJ00210,Permits & Consents,In Progress,0.48,2027-05-11,2026-01-18,Consents Lead
PRJ00210,Land Access,In Progress,0.74,2027-03-23,2026-01-18,PMO Lead
PRJ00210,Design Maturity,Complete,1.0,2027-04-02,2026-01-18,Stakeholder Manager
PRJ00210,Procurement,Complete,1.0,2027-04-10,2026-01-18,Programme Controls
PRJ00210,Contractor Mobilisation,In Progress,0.69,2027-03-18,2026-01-18,Consents Lead
PRJ00210,Outage Plan,In Progress,0.39,2027-04-27,2026-01-18,Programme Controls
PRJ00210,Stakeholder Engagement,In Progress,0.42,2027-05-14,2026-01-18,PMO Lead
PRJ00210,Safety & Compliance,In Progress,0.52,2027-03-25,2026-01-18,Programme Controls
PRJ00210,Environmental,Complete,1.0,2027-03-29,2026-01-18,Construction Manager
PRJ00210,Resource Plan,Complete,1.0,2027-04-28,2026-01-18,Commercial Manager
PRJ00211,Permits & Consents,Not Started,0.0,2025-08-09,2025-07-08,Consents Lead
PRJ00211,Land Access,Complete,1.0,2025-08-29,2025-09-10,Programme Controls
PRJ00211,Design Maturity,In Progress,0.55,2025-06-26,2025-06-12,Construction Manager
PRJ00211,Procurement,Complete,1.0,2025-08-20,2025-07-28,Programme Controls
PRJ00211,Contractor Mobilisation,At Risk,0.5,2025-07-16,2025-06-29,Construction Manager
PRJ00211,Outage Plan,In Progress,0.36,2025-07-24,2025-08-04,Construction Manager
PRJ00211,Stakeholder Engagement,Complete,1.0,2025-08-13,2025-07-07,Stakeholder Manager
PRJ00211,Safety & Compliance,In Progress,0.8,2025-08-21,2025-07-26,Commercial Manager
PRJ00211,Environmental,In Progress,0.68,2025-08-10,2025-07-11,Stakeholder Manager
PRJ00211,Resource Plan,Complete,1.0,2025-08-02,2025-07-25,PMO Lead
PRJ00212,Permits & Consents,Not Started,0.0,2025-09-04,2025-09-21,Stakeholder Manager
PRJ00212,Land Access,Not Started,0.0,2025-08-10,2025-07-06,Commercial Manager
PRJ00212,Design Maturity,In Progress,0.55,2025-09-30,2025-09-18,Construction Manager
PRJ00212,Procurement,In Progress,0.38,2025-09-04,2025-09-11,Construction Manager
PRJ00212,Contractor Mobilisation,Complete,1.0,2025-09-13,2025-08-08,Construction Manager
PRJ00212,Outage Plan,In Progress,0.22,2025-09-30,2025-09-24,Programme Controls
PRJ00212,Stakeholder Engagement,In Progress,0.38,2025-08-01,2025-08-18,Engineering Manager
PRJ00212,Safety & Compliance,In Progress,0.64,2025-09-05,2025-09-19,PMO Lead
PRJ00212,Environmental,Not Started,0.0,2025-08-13,2025-08-19,Programme Controls
PRJ00212,Resource Plan,Not Started,0.0,2025-10-02,2025-10-04,Consents Lead
PRJ00213,Permits & Consents,At Risk,0.22,2025-08-24,2025-08-25,PMO Lead
PRJ00213,Land Access,In Progress,0.27,2025-08-24,2025-08-15,HSE Lead
PRJ00213,Design Maturity,Complete,1.0,2025-07-23,2025-07-31,Consents Lead
PRJ00213,Procurement,Complete,1.0,2025-07-25,2025-07-07,Stakeholder Manager
PRJ00213,Contractor Mobilisation,In Progress,0.47,2025-07-31,2025-07-12,Stakeholder Manager
PRJ00213,Outage Plan,In Progress,0.55,2025-08-25,2025-09-13,Commercial Manager
PRJ00213,Stakeholder Engagement,In Progress,0.64,2025-09-01,2025-08-02,Stakeholder Manager
PRJ00213,Safety & Compliance,Complete,1.0,2025-07-19,2025-06-26,Programme Controls
PRJ00213,Environmental,At Risk,0.45,2025-07-22,2025-07-08,Stakeholder Manager
PRJ00213,Resource Plan,Complete,1.0,2025-07-30,2025-08-19,PMO Lead
PRJ00214,Permits & Consents,Not Started,0.0,2025-05-17,2025-05-12,Consents Lead
PRJ00214,Land Access,In Progress,0.66,2025-06-21,2025-05-13,PMO Lead
PRJ00214,Design Maturity,In Progress,0.76,2025-05-22,2025-06-01,Engineering Manager
PRJ00214,Procurement,In Progress,0.38,2025-05-26,2025-05-24,Stakeholder Manager
PRJ00214,Contractor Mobilisation,Complete,1.0,2025-05-15,2025-04-18,HSE Lead
PRJ00214,Outage Plan,Complete,1.0,2025-05-14,2025-06-02,Commercial Manager
PRJ00214,Stakeholder Engagement,Complete,1.0,2025-05-10,2025-05-23,Construction Manager
PRJ00214,Safety & Compliance,Complete,1.0,2025-05-13,2025-04-12,PMO Lead
PRJ00214,Environmental,Complete,1.0,2025-04-27,2025-05-10,Construction Manager
PRJ00214,Resource Plan,Complete,1.0,2025-05-21,2025-04-16,PMO Lead
PRJ00215,Permits & Consents,Not Started,0.0,2026-01-27,2025-12-30,Stakeholder Manager
PRJ00215,Land Access,In Progress,0.62,2026-03-31,2026-01-18,Consents Lead
PRJ00215,Design Maturity,At Risk,0.36,2026-03-23,2026-01-18,Construction Manager
PRJ00215,Procurement,In Progress,0.36,2026-03-08,2026-01-18,PMO Lead
PRJ00215,Contractor Mobilisation,Not Started,0.0,2026-03-23,2026-01-18,Commercial Manager
PRJ00215,Outage Plan,Complete,1.0,2026-03-18,2026-01-18,Stakeholder Manager
PRJ00215,Stakeholder Engagement,Not Started,0.0,2026-03-07,2026-01-18,Consents Lead
PRJ00215,Safety & Compliance,Not Started,0.0,2026-02-05,2026-01-18,Engineering Manager
PRJ00215,Environmental,Complete,1.0,2026-02-27,2026-01-18,Stakeholder Manager
PRJ00215,Resource Plan,In Progress,0.47,2026-03-20,2026-01-18,Engineering Manager
PRJ00216,Permits & Consents,Complete,1.0,2025-10-23,2025-09-25,Consents Lead
PRJ00216,Land Access,In Progress,0.36,2025-11-03,2025-10-28,Commercial Manager
PRJ00216,Design Maturity,In Progress,0.64,2025-10-27,2025-10-28,Commercial Manager
PRJ00216,Procurement,At Risk,0.36,2025-10-08,2025-09-22,Construction Manager
PRJ00216,Contractor Mobilisation,In Progress,0.24,2025-11-01,2025-10-30,HSE Lead
PRJ00216,Outage Plan,In Progress,0.28,2025-10-05,2025-09-20,PMO Lead
PRJ00216,Stakeholder Engagement,In Progress,0.33,2025-09-14,2025-08-16,Commercial Manager
PRJ00216,Safety & Compliance,Complete,1.0,2025-09-18,2025-09-07,Stakeholder Manager
PRJ00216,Environmental,Complete,1.0,2025-09-15,2025-08-17,Commercial Manager
PRJ00216,Resource Plan,In Progress,0.57,2025-09-18,2025-09-21,Commercial Manager
PRJ00217,Permits & Consents,Complete,1.0,2024-05-29,2024-05-28,Construction Manager
PRJ00217,Land Access,Complete,1.0,2024-05-31,2024-06-14,Stakeholder Manager
PRJ00217,Design Maturity,In Progress,0.71,2024-05-28,2024-04-23,Engineering Manager
PRJ00217,Procurement,Complete,1.0,2024-06-25,2024-06-13,HSE Lead
PRJ00217,Contractor Mobilisation,Complete,1.0,2024-06-30,2024-06-05,Engineering Manager
PRJ00217,Outage Plan,In Progress,0.8,2024-07-11,2024-07-10,Construction Manager
PRJ00217,Stakeholder Engagement,In Progress,0.79,2024-06-07,2024-06-12,Engineering Manager
PRJ00217,Safety & Compliance,Complete,1.0,2024-06-09,2024-05-30,HSE Lead
PRJ00217,Environmental,Complete,1.0,2024-05-28,2024-05-07,Construction Manager
PRJ00217,Resource Plan,In Progress,0.22,2024-05-09,2024-04-16,Programme Controls
PRJ00218,Permits & Consents,In Progress,0.56,2025-10-04,2025-10-02,Consents Lead
PRJ00218,Land Access,Complete,1.0,2025-11-04,2025-11-18,HSE Lead
PRJ00218,Design Maturity,At Risk,0.25,2025-11-26,2025-10-29,Consents Lead
PRJ00218,Procurement,In Progress,0.43,2025-10-23,2025-09-29,Consents Lead
PRJ00218,Contractor Mobilisation,Complete,1.0,2025-10-29,2025-10-10,HSE Lead
PRJ00218,Outage Plan,Complete,1.0,2025-10-30,2025-10-15,Construction Manager
PRJ00218,Stakeholder Engagement,Complete,1.0,2025-11-25,2025-10-31,Commercial Manager
PRJ00218,Safety & Compliance,Complete,1.0,2025-11-05,2025-10-15,Construction Manager
PRJ00218,Environmental,At Risk,0.4,2025-10-15,2025-10-03,Construction Manager
PRJ00218,Resource Plan,In Progress,0.35,2025-10-23,2025-10-21,Stakeholder Manager
PRJ00219,Permits & Consents,Not Started,0.0,2026-01-12,2025-12-28,Consents Lead
PRJ00219,Land Access,In Progress,0.26,2026-01-30,2025-12-22,Stakeholder Manager
