RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Issue,ISS001468,PRJ00224,Governance,Governance issue – Contractor Claims,,,,Minor,Closed,HSE Lead,2024-11-17,2024-12-24,2025-03-19,2025-02-10,Contractor Claims,
Risk,RSK002197,PRJ00225,Environmental,Environmental risk – Contractor Capacity,0.41,10392954,4249992,Medium,Open,PMO Lead,2024-02-18,2024-08-04,,,,
Risk,RSK002198,PRJ00225,Technical,Technical risk – Contractor Capacity,0.49,7268422,3548716,Medium,Mitigating,PMO Lead,2025-01-29,2025-07-11,,,,
Risk,RSK002199,PRJ00225,Cost,Cost risk – Contractor Capacity,0.19,9611227,1844443,Low,Mitigating,Construction Manager,2023-11-29,2024-01-29,,,,
Risk,RSK002200,PRJ00225,Schedule,Schedule risk – Contractor Capacity,0.48,5524347,2637453,Medium,Open,Programme Controls,2023-01-02,2023-03-06,,,,
Risk,RSK002201,PRJ00225,Environmental,Environmental risk – Contractor Capacity,0.39,7773916,3070103,Medium,Open,Programme Controls,2024-02-29,2024-08-15,,,,
Risk,RSK002202,PRJ00225,Schedule,Schedule risk – Contractor Capacity,0.52,3337780,1750791,Low,Open,Commercial Manager,2024-01-27,2024-06-21,,,,
Risk,RSK002203,PRJ00225,Supply Chain,Supply Chain risk – Contractor Capacity,0.53,8414145,4497648,Medium,Open,HSE Lead,2024-07-31,2024-10-23,,,,
Risk,RSK002204,PRJ00225,Environmental,Environmental risk – Contractor Capacity,0.49,5279923,2602809,Medium,Open,Programme Controls,2025-09-10,2025-12-18,,,,
Risk,RSK002205,PRJ00225,Technical,Technical risk – Contractor Capacity,0.49,3794928,1846793,Low,Open,Programme Controls,2024-05-27,2024-06-09,,,,
Risk,RSK002206,PRJ00225,Environmental,Environmental risk – Contractor Capacity,0.32,6702865,2146614,Medium,Open,Consents Lead,2025-08-11,2025-10-02,,,,
Risk,RSK002207,PRJ00225,Regulatory,Regulatory risk – Contractor Capacity,0.54,5034351,2736098,Medium,Open,Construction Manager,2023-10-07,2023-11-17,,,,
Risk,RSK002208,PRJ00225,Stakeholder,Stakeholder risk – Contractor Capacity,0.3,5118118,1552735,Low,Open,Construction Manager,2025-09-02,2026-01-07,,,,
Risk,RSK002209,PRJ00225,Technical,Technical risk – Contractor Capacity,0.25,3175897,802732,Low,Mitigating,Commercial Manager,2023-01-08,2023-02-23,,,,
Risk,RSK002210,PRJ00225,Schedule,Schedule risk – Contractor Capacity,0.35,3115949,1084224,Low,Mitigating,Construction Manager,2024-12-20,2025-03-15,,,,
Issue,ISS001469,PRJ00225,Data/Reporting,Data/Reporting issue – Contractor Capacity,,,,Major,In Progress,Engineering Manager,2023-06-18,2023-07-15,2023-07-30,,Contractor Capacity,
Issue,ISS001470,PRJ00225,Construction,Construction issue – Permits/Consents,,,,Minor,Blocked,PMO Lead,2024-02-17,2024-03-09,2024-04-29,,Permits/Consents,
Issue,ISS001471,PRJ00225,Resourcing,Resourcing issue – Land Access/Wayleaves,,,,Minor,Open,Construction Manager,2023-11-04,2023-12-20,2024-06-03,,Land Access/Wayleaves,
Issue,ISS001472,PRJ00225,Resourcing,Resourcing issue – Contractor Capacity,,,,Minor,Closed,PMO Lead,2024-07-17,2024-09-24,2024-11-23,2025-02-01,Contractor Capacity,
Issue,ISS001473,PRJ00225,Construction,Construction issue – Contractor Claims,,,,Minor,In Progress,Consents Lead,2025-10-19,2025-12-24,2025-10-26,,Contractor Claims,
Issue,ISS001474,PRJ00225,Construction,Construction issue – Design Rework,,,,Minor,Closed,Consents Lead,2023-12-24,2024-01-30,2024-03-25,2024-02-18,Design Rework,
Issue,ISS001475,PRJ00225,Design,Design issue – Inflation/Materials,,,,Minor,In Progress,Stakeholder Manager,2024-12-05,2025-02-25,2025-02-24,,Inflation/Materials,
Issue,ISS001476,PRJ00225,Design,Design issue – Inflation/Materials,,,,Minor,Closed,HSE Lead,2023-07-13,2023-07-29,2023-11-23,2023-12-23,Inflation/Materials,
Risk,RSK002211,PRJ00226,Schedule,Schedule risk – Land Access/Wayleaves,0.23,8523621,1939996,Low,Open,Consents Lead,2023-03-24,2023-07-11,,,,
Risk,RSK002212,PRJ00226,Regulatory,Regulatory risk – Land Access/Wayleaves,0.5,6388329,3224661,Medium,Open,HSE Lead,2023-01-22,2023-04-23,,,,
Risk,RSK002213,PRJ00226,Technical,Technical risk – Land Access/Wayleaves,0.18,3704057,681183,Low,Open,Construction Manager,2025-07-27,2025-09-22,,,,
Risk,RSK002214,PRJ00226,Technical,Technical risk – Land Access/Wayleaves,0.25,4791335,1188754,Low,Mitigating,Commercial Manager,2023-12-16,2024-04-18,,,,
Risk,RSK002215,PRJ00226,Regulatory,Regulatory risk – Land Access/Wayleaves,0.34,2908502,989929,Low,Open,Commercial Manager,2025-02-20,2025-05-22,,,,
Risk,RSK002216,PRJ00226,Cost,Cost risk – Land Access/Wayleaves,0.1,2194878,228737,Low,Open,Commercial Manager,2026-01-08,2026-01-18,,,,
Risk,RSK002217,PRJ00226,Schedule,Schedule risk – Land Access/Wayleaves,0.43,3897564,1664310,Low,Closed,PMO Lead,2025-03-15,2025-06-22,,2025-06-30,,
Risk,RSK002218,PRJ00226,Safety,Safety risk – Land Access/Wayleaves,0.48,4560554,2211543,Medium,Mitigating,Programme Controls,2023-05-24,2023-07-18,,,,
Risk,RSK002219,PRJ00226,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.22,6094076,1341697,Low,Open,Programme Controls,2025-01-28,2025-03-04,,,,
Risk,RSK002220,PRJ00226,Cost,Cost risk – Land Access/Wayleaves,0.54,4168741,2256186,Medium,Open,Construction Manager,2024-11-25,2025-02-22,,,,
Risk,RSK002221,PRJ00226,Schedule,Schedule risk – Land Access/Wayleaves,0.44,4014193,1750908,Low,Open,HSE Lead,2024-06-13,2024-09-08,,,,
Risk,RSK002222,PRJ00226,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.33,13875725,4625039,Medium,Closed,Consents Lead,2024-10-06,2024-11-25,,2024-12-17,,
Risk,RSK002223,PRJ00226,Supply Chain,Supply Chain risk – Land Access/Wayleaves,0.43,8580742,3687367,Medium,Open,HSE Lead,2023-07-25,2023-09-15,,,,
Risk,RSK002224,PRJ00226,Supply Chain,Supply Chain risk – Land Access/Wayleaves,0.48,7717657,3713346,Medium,Closed,Construction Manager,2025-05-25,2025-10-02,,2025-10-03,,
Issue,ISS001477,PRJ00226,Resourcing,Resourcing issue – Contractor Claims,,,,Major,Closed,Stakeholder Manager,2023-12-20,2024-01-27,2024-06-20,2024-07-17,Contractor Claims,
Issue,ISS001478,PRJ00226,Procurement,Procurement issue – Stakeholder/Community,,,,Major,In Progress,Programme Controls,2024-09-02,2024-10-10,2024-10-05,,Stakeholder/Community,
Issue,ISS001479,PRJ00226,Stakeholder,Stakeholder issue – Permits/Consents,,,,Minor,Closed,PMO Lead,2024-02-18,2024-03-20,2024-06-03,2024-06-11,Permits/Consents,
Issue,ISS001480,PRJ00226,Resourcing,Resourcing issue – Productivity Delay,,,,Minor,Closed,PMO Lead,2023-03-07,2023-03-22,2023-05-19,2023-05-31,Productivity Delay,
Issue,ISS001481,PRJ00226,Procurement,Procurement issue – FX/Imports,,,,Major,In Progress,Commercial Manager,2023-07-13,2023-09-18,2023-10-18,,FX/Imports,
Issue,ISS001482,PRJ00226,Construction,Construction issue – Risk Realised,,,,Critical,Open,Engineering Manager,2025-04-23,2025-04-29,2025-05-14,,Risk Realised,
Issue,ISS001483,PRJ00226,Design,Design issue – Procurement/Long Lead,,,,Minor,Open,Commercial Manager,2023-05-17,2023-07-23,2023-08-11,,Procurement/Long Lead,
Issue,ISS001484,PRJ00226,Stakeholder,Stakeholder issue – Design Rework,,,,Critical,Blocked,PMO Lead,2025-07-14,2025-09-30,2025-10-05,,Design Rework,
Issue,ISS001485,PRJ00226,Design,Design issue – Inflation/Materials,,,,Critical,Closed,PMO Lead,2024-03-15,2024-06-03,2024-06-30,2024-07-20,Inflation/Materials,
Risk,RSK002225,PRJ00227,Cost,Cost risk – Permits/Consents,0.11,5993564,647608,Low,Mitigating,PMO Lead,2025-09-25,2026-01-18,,,,
Risk,RSK002226,PRJ00227,Technical,Technical risk – Permits/Consents,0.31,19882595,6207787,Medium,Closed,Commercial Manager,2023-09-28,2023-10-15,,2023-11-07,,
Risk,RSK002227,PRJ00227,Schedule,Schedule risk – Permits/Consents,0.11,25658259,2721969,Medium,Open,PMO Lead,2023-08-27,2023-09-06,,,,
Risk,RSK002228,PRJ00227,Supply Chain,Supply Chain risk – Permits/Consents,0.06,3421720,189762,Low,Mitigating,HSE Lead,2024-10-13,2025-03-25,,,,
Risk,RSK002229,PRJ00227,Technical,Technical risk – Permits/Consents,0.23,6484394,1502751,Low,Open,Commercial Manager,2023-06-14,2023-12-01,,,,
Risk,RSK002230,PRJ00227,Environmental,Environmental risk – Permits/Consents,0.33,4924625,1648082,Low,Open,Commercial Manager,2023-01-07,2023-03-06,,,,
Risk,RSK002231,PRJ00227,Environmental,Environmental risk – Permits/Consents,0.47,2120276,987051,Low,Mitigating,Construction Manager,2024-02-23,2024-06-17,,,,
Risk,RSK002232,PRJ00227,Technical,Technical risk – Permits/Consents,0.43,3108983,1330304,Low,Open,PMO Lead,2023-07-24,2023-09-06,,,,
Risk,RSK002233,PRJ00227,Stakeholder,Stakeholder risk – Permits/Consents,0.13,4713942,603567,Low,Open,Stakeholder Manager,2023-11-16,2024-05-04,,,,
Risk,RSK002234,PRJ00227,Technical,Technical risk – Permits/Consents,0.1,11313500,1183274,Low,Open,PMO Lead,2025-06-25,2025-10-27,,,,
Risk,RSK002235,PRJ00227,Environmental,Environmental risk – Permits/Consents,0.13,7360011,923955,Low,Open,Engineering Manager,2025-01-24,2025-07-20,,,,
Risk,RSK002236,PRJ00227,Technical,Technical risk – Permits/Consents,0.13,14986358,2022091,Medium,Mitigating,PMO Lead,2025-04-08,2025-08-03,,,,
Risk,RSK002237,PRJ00227,Technical,Technical risk – Permits/Consents,0.5,3683135,1852689,Low,Closed,Construction Manager,2023-10-10,2024-02-19,,2024-04-11,,
Issue,ISS001486,PRJ00227,Construction,Construction issue – Scope Change,,,,Major,Closed,PMO Lead,2024-07-30,2024-08-28,2024-09-02,2024-09-17,Scope Change,
Issue,ISS001487,PRJ00227,Procurement,Procurement issue – Permits/Consents,,,,Major,Closed,Programme Controls,2025-05-06,2025-05-29,2025-09-21,2025-10-18,Permits/Consents,
Issue,ISS001488,PRJ00227,Governance,Governance issue – Weather/Events,,,,Minor,Open,Stakeholder Manager,2024-02-23,2024-05-14,2024-04-27,,Weather/Events,
Issue,ISS001489,PRJ00227,Construction,Construction issue – Scope Change,,,,Minor,Closed,Consents Lead,2023-11-21,2024-02-17,2023-12-09,2023-12-04,Scope Change,
Issue,ISS001490,PRJ00227,Stakeholder,Stakeholder issue – Contractor Claims,,,,Minor,Closed,Programme Controls,2023-03-03,2023-03-22,2023-07-31,2023-07-11,Contractor Claims,
Issue,ISS001491,PRJ00227,Stakeholder,Stakeholder issue – Design Rework,,,,Critical,Open,Engineering Manager,2024-01-03,2024-02-08,2024-06-19,,Design Rework,
Issue,ISS001492,PRJ00227,Resourcing,Resourcing issue – Stakeholder/Community,,,,Major,Closed,PMO Lead,2025-09-13,2025-10-17,2026-03-31,2026-01-18,Stakeholder/Community,
Issue,ISS001493,PRJ00227,Construction,Construction issue – Land Access/Wayleaves,,,,Minor,Closed,Programme Controls,2024-09-06,2024-09-06,2025-04-10,2025-04-16,Land Access/Wayleaves,
Risk,RSK002238,PRJ00228,Schedule,Schedule risk – Contractor Capacity,0.17,3482459,604839,Low,Open,Consents Lead,2023-09-16,2023-10-23,,,,
Risk,RSK002239,PRJ00228,Technical,Technical risk – Contractor Capacity,0.1,7036362,730506,Low,Closed,Engineering Manager,2025-09-18,2026-01-18,,2026-01-18,,
Risk,RSK002240,PRJ00228,Supply Chain,Supply Chain risk – Contractor Capacity,0.21,7408590,1590490,Low,Mitigating,PMO Lead,2025-03-29,2025-08-19,,,,
Risk,RSK002241,PRJ00228,Cost,Cost risk – Contractor Capacity,0.15,17229323,2538133,Medium,Open,Engineering Manager,2024-08-04,2025-01-08,,,,
Risk,RSK002242,PRJ00228,Technical,Technical risk – Contractor Capacity,0.06,7621344,471013,Low,Mitigating,Construction Manager,2024-04-12,2024-10-08,,,,
Risk,RSK002243,PRJ00228,Schedule,Schedule risk – Contractor Capacity,0.27,9482254,2555213,Medium,Open,HSE Lead,2025-04-17,2025-08-08,,,,
Risk,RSK002244,PRJ00228,Supply Chain,Supply Chain risk – Contractor Capacity,0.33,2171923,727459,Low,Open,Commercial Manager,2024-08-12,2025-01-13,,,,
Risk,RSK002245,PRJ00228,Cost,Cost risk – Contractor Capacity,0.48,2239880,1064690,Low,Open,Construction Manager,2024-08-26,2024-12-17,,,,
Issue,ISS001494,PRJ00228,Resourcing,Resourcing issue – Design Rework,,,,Critical,In Progress,Programme Controls,2025-07-06,2025-09-26,2025-08-22,,Design Rework,
Issue,ISS001495,PRJ00228,Data/Reporting,Data/Reporting issue – Design Rework,,,,Critical,Closed,Construction Manager,2024-04-11,2024-07-04,2024-07-23,2024-08-16,Design Rework,
Issue,ISS001496,PRJ00228,Design,Design issue – Scope Change,,,,Major,Closed,Programme Controls,2024-03-21,2024-04-01,2024-05-04,2024-05-15,Scope Change,
Issue,ISS001497,PRJ00228,Design,Design issue – Scope Change,,,,Critical,Closed,Commercial Manager,2023-11-13,2023-12-24,2024-04-23,2024-02-24,Scope Change,
Issue,ISS001498,PRJ00228,Design,Design issue – Contractor Claims,,,,Major,Closed,Consents Lead,2025-08-18,2025-09-12,2025-10-25,2025-10-24,Contractor Claims,
Issue,ISS001499,PRJ00228,Stakeholder,Stakeholder issue – Risk Realised,,,,Major,Closed,HSE Lead,2023-12-31,2024-01-19,2024-04-11,2024-05-04,Risk Realised,
Risk,RSK002246,PRJ00229,Technical,Technical risk – Permits/Consents,0.5,3214699,1610770,Low,Mitigating,Engineering Manager,2024-06-27,2024-12-18,,,,
Risk,RSK002247,PRJ00229,Cost,Cost risk – Permits/Consents,0.38,4690489,1783798,Low,Mitigating,Consents Lead,2024-09-28,2024-10-17,,,,
Risk,RSK002248,PRJ00229,Regulatory,Regulatory risk – Permits/Consents,0.51,25051192,12660540,High,Closed,Engineering Manager,2025-10-06,2025-11-21,,2026-01-03,,
Risk,RSK002249,PRJ00229,Supply Chain,Supply Chain risk – Permits/Consents,0.33,5445528,1777465,Low,Mitigating,Programme Controls,2024-03-25,2024-04-04,,,,
Risk,RSK002250,PRJ00229,Schedule,Schedule risk – Permits/Consents,0.06,16553901,990000,Low,Open,Stakeholder Manager,2025-04-29,2025-07-15,,,,
Risk,RSK002251,PRJ00229,Technical,Technical risk – Permits/Consents,0.13,4734827,625788,Low,Open,Construction Manager,2025-09-22,2025-10-05,,,,
Risk,RSK002252,PRJ00229,Technical,Technical risk – Permits/Consents,0.38,8949035,3425175,Medium,Open,Consents Lead,2023-12-05,2024-03-27,,,,
Risk,RSK002253,PRJ00229,Cost,Cost risk – Permits/Consents,0.46,14523134,6734432,Medium,Open,PMO Lead,2023-06-25,2023-09-26,,,,
Risk,RSK002254,PRJ00229,Schedule,Schedule risk – Permits/Consents,0.16,11398981,1792081,Low,Open,Construction Manager,2024-10-09,2024-12-18,,,,
Issue,ISS001500,PRJ00229,Governance,Governance issue – Permits/Consents,,,,Minor,Open,Construction Manager,2025-03-28,2025-06-18,2025-07-22,,Permits/Consents,
Issue,ISS001501,PRJ00229,Resourcing,Resourcing issue – Design Rework,,,,Critical,Closed,Construction Manager,2023-10-27,2023-11-25,2024-04-04,2024-05-22,Design Rework,
Issue,ISS001502,PRJ00229,Stakeholder,Stakeholder issue – Scope Change,,,,Minor,Closed,Commercial Manager,2024-05-01,2024-05-02,2024-07-09,2024-08-02,Scope Change,
Issue,ISS001503,PRJ00229,Procurement,Procurement issue – Procurement/Long Lead,,,,Critical,Open,Construction Manager,2024-03-11,2024-03-18,2024-10-21,,Procurement/Long Lead,
Issue,ISS001504,PRJ00229,Construction,Construction issue – Stakeholder/Community,,,,Critical,Closed,Stakeholder Manager,2024-03-28,2024-04-25,2024-05-08,2024-05-09,Stakeholder/Community,
Issue,ISS001505,PRJ00229,Data/Reporting,Data/Reporting issue – Land Access/Wayleaves,,,,Major,Closed,HSE Lead,2024-04-06,2024-04-09,2024-08-17,2024-06-28,Land Access/Wayleaves,
Issue,ISS001506,PRJ00229,Data/Reporting,Data/Reporting issue – Contractor Capacity,,,,Major,Blocked,Programme Controls,2023-01-17,2023-03-19,2023-03-02,,Contractor Capacity,
Issue,ISS001507,PRJ00229,Construction,Construction issue – Procurement/Long Lead,,,,Critical,Open,Commercial Manager,2023-01-12,2023-01-19,2023-03-06,,Procurement/Long Lead,
Risk,RSK002255,PRJ00230,Regulatory,Regulatory risk – Land Access/Wayleaves,0.53,8358297,4465335,Medium,Closed,PMO Lead,2025-11-14,2026-01-18,,2026-01-18,,
Risk,RSK002256,PRJ00230,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.42,3738214,1558466,Low,Open,Construction Manager,2025-04-28,2025-07-05,,,,
Risk,RSK002257,PRJ00230,Regulatory,Regulatory risk – Land Access/Wayleaves,0.47,2680984,1251176,Low,Open,Consents Lead,2023-01-27,2023-05-27,,,,
Risk,RSK002258,PRJ00230,Cost,Cost risk – Land Access/Wayleaves,0.12,6459881,801892,Low,Open,Consents Lead,2023-10-03,2023-11-24,,,,
Risk,RSK002259,PRJ00230,Technical,Technical risk – Land Access/Wayleaves,0.54,4714192,2545986,Medium,Open,Consents Lead,2023-03-29,2023-05-11,,,,
Risk,RSK002260,PRJ00230,Technical,Technical risk – Land Access/Wayleaves,0.23,1998258,467012,Low,Mitigating,Construction Manager,2023-01-16,2023-03-24,,,,
Risk,RSK002261,PRJ00230,Regulatory,Regulatory risk – Land Access/Wayleaves,0.5,5142838,2563489,Medium,Open,Construction Manager,2025-05-16,2025-11-05,,,,
Risk,RSK002262,PRJ00230,Technical,Technical risk – Land Access/Wayleaves,0.19,10394991,1935207,Low,Mitigating,Programme Controls,2023-09-21,2023-12-20,,,,
Risk,RSK002263,PRJ00230,Safety,Safety risk – Land Access/Wayleaves,0.52,6734248,3508037,Medium,Mitigating,Construction Manager,2023-09-02,2023-11-20,,,,
Issue,ISS001508,PRJ00230,Procurement,Procurement issue – Design Rework,,,,Minor,Closed,Consents Lead,2024-03-02,2024-03-28,2024-04-16,2024-04-23,Design Rework,
Issue,ISS001509,PRJ00230,Stakeholder,Stakeholder issue – Scope Change,,,,Minor,Closed,Construction Manager,2023-10-28,2024-01-11,2024-04-26,2024-04-18,Scope Change,
Issue,ISS001510,PRJ00230,Procurement,Procurement issue – Scope Change,,,,Minor,Closed,Stakeholder Manager,2025-06-19,2025-06-22,2025-12-30,2025-12-15,Scope Change,
Issue,ISS001511,PRJ00230,Design,Design issue – Procurement/Long Lead,,,,Minor,Closed,PMO Lead,2025-10-29,2025-11-11,2025-11-22,2025-11-27,Procurement/Long Lead,
Issue,ISS001512,PRJ00230,Stakeholder,Stakeholder issue – Land Access/Wayleaves,,,,Minor,In Progress,Stakeholder Manager,2024-11-19,2025-01-18,2025-03-20,,Land Access/Wayleaves,
Issue,ISS001513,PRJ00230,Procurement,Procurement issue – Land Access/Wayleaves,,,,Minor,Open,Construction Manager,2023-03-01,2023-04-30,2023-03-10,,Land Access/Wayleaves,
Issue,ISS001514,PRJ00230,Procurement,Procurement issue – Scope Change,,,,Minor,Closed,HSE Lead,2023-12-19,2024-01-01,2024-02-19,2024-03-02,Scope Change,
Issue,ISS001515,PRJ00230,Design,Design issue – Scope Change,,,,Minor,Closed,Consents Lead,2025-04-23,2025-06-15,2025-07-21,2025-06-21,Scope Change,
Issue,ISS001516,PRJ00230,Governance,Governance issue – Land Access/Wayleaves,,,,Minor,Closed,Commercial Manager,2023-07-25,2023-09-14,2023-11-01,2023-11-01,Land Access/Wayleaves,
Issue,ISS001517,PRJ00230,Resourcing,Resourcing issue – Design Rework,,,,Minor,Closed,Commercial Manager,2025-03-31,2025-05-18,2025-11-09,2025-10-07,Design Rework,
Risk,RSK002264,PRJ00231,Schedule,Schedule risk – Permits/Consents,0.25,7134779,1809922,Low,Mitigating,PMO Lead,2024-02-28,2024-06-08,,,,
Risk,RSK002265,PRJ00231,Technical,Technical risk – Permits/Consents,0.2,2201369,441520,Low,Mitigating,HSE Lead,2024-07-03,2024-09-13,,,,
Risk,RSK002266,PRJ00231,Supply Chain,Supply Chain risk – Permits/Consents,0.1,11740322,1147121,Low,Mitigating,Consents Lead,2025-08-25,2025-12-03,,,,
Risk,RSK002267,PRJ00231,Cost,Cost risk – Permits/Consents,0.34,6239858,2109703,Medium,Mitigating,Programme Controls,2025-08-19,2025-10-08,,,,
Risk,RSK002268,PRJ00231,Stakeholder,Stakeholder risk – Permits/Consents,0.12,2582025,318128,Low,Open,Commercial Manager,2023-09-02,2023-11-29,,,,
Risk,RSK002269,PRJ00231,Stakeholder,Stakeholder risk – Permits/Consents,0.37,4173997,1547542,Low,Closed,HSE Lead,2025-01-28,2025-06-24,,2025-07-27,,
Risk,RSK002270,PRJ00231,Schedule,Schedule risk – Permits/Consents,0.55,1076365,587177,Low,Mitigating,Programme Controls,2024-03-06,2024-03-26,,,,
Risk,RSK002271,PRJ00231,Safety,Safety risk – Permits/Consents,0.29,3555440,1048127,Low,Open,PMO Lead,2025-09-03,2026-01-18,,,,
Risk,RSK002272,PRJ00231,Safety,Safety risk – Permits/Consents,0.11,6426861,724812,Low,Open,Commercial Manager,2023-01-16,2023-05-14,,,,
Risk,RSK002273,PRJ00231,Regulatory,Regulatory risk – Permits/Consents,0.47,5668476,2676895,Medium,Mitigating,PMO Lead,2025-11-04,2026-01-18,,,,
Risk,RSK002274,PRJ00231,Supply Chain,Supply Chain risk – Permits/Consents,0.37,4304862,1602560,Low,Open,Engineering Manager,2024-06-06,2024-10-13,,,,
Risk,RSK002275,PRJ00231,Stakeholder,Stakeholder risk – Permits/Consents,0.46,11564472,5296787,Medium,Open,Construction Manager,2023-08-13,2023-08-20,,,,
Risk,RSK002276,PRJ00231,Environmental,Environmental risk – Permits/Consents,0.17,4769384,798348,Low,Open,Construction Manager,2025-02-06,2025-04-06,,,,
Risk,RSK002277,PRJ00231,Stakeholder,Stakeholder risk – Permits/Consents,0.14,4640564,656320,Low,Mitigating,Engineering Manager,2025-07-14,2025-09-24,,,,
Issue,ISS001518,PRJ00231,Safety,Safety issue – Stakeholder/Community,,,,Major,Blocked,PMO Lead,2023-11-21,2023-11-25,2023-12-06,,Stakeholder/Community,
Issue,ISS001519,PRJ00231,Governance,Governance issue – Contractor Claims,,,,Minor,Closed,Engineering Manager,2025-01-01,2025-01-23,2025-05-25,2025-05-04,Contractor Claims,
Issue,ISS001520,PRJ00231,Governance,Governance issue – Land Access/Wayleaves,,,,Minor,Closed,PMO Lead,2023-10-10,2023-11-14,2023-12-21,2024-01-12,Land Access/Wayleaves,
Issue,ISS001521,PRJ00231,Resourcing,Resourcing issue – Contractor Claims,,,,Minor,Closed,Engineering Manager,2025-01-17,2025-04-16,2025-02-12,2025-03-09,Contractor Claims,
Issue,ISS001522,PRJ00231,Construction,Construction issue – Design Rework,,,,Major,Open,HSE Lead,2023-02-09,2023-03-16,2023-04-16,,Design Rework,
Issue,ISS001523,PRJ00231,Design,Design issue – Outage Window,,,,Minor,Blocked,Commercial Manager,2023-02-18,2023-03-26,2023-05-20,,Outage Window,
Issue,ISS001524,PRJ00231,Resourcing,Resourcing issue – Weather/Events,,,,Major,Open,Consents Lead,2024-03-12,2024-03-15,2024-08-18,,Weather/Events,
Issue,ISS001525,PRJ00231,Stakeholder,Stakeholder issue – Contractor Capacity,,,,Minor,Closed,Stakeholder Manager,2024-03-24,2024-04-06,2024-07-10,2024-06-16,Contractor Capacity,
Risk,RSK002278,PRJ00232,Regulatory,Regulatory risk – Procurement/Long Lead,0.06,23123855,1330645,Low,Mitigating,Consents Lead,2023-09-14,2024-02-21,,,,
Risk,RSK002279,PRJ00232,Technical,Technical risk – Procurement/Long Lead,0.51,2908427,1483410,Low,Open,Programme Controls,2023-11-01,2023-12-13,,,,
Risk,RSK002280,PRJ00232,Environmental,Environmental risk – Procurement/Long Lead,0.54,4520399,2453466,Medium,Closed,Construction Manager,2025-07-29,2025-12-02,,2026-01-18,,
Risk,RSK002281,PRJ00232,Cost,Cost risk – Procurement/Long Lead,0.41,2520614,1029063,Low,Open,Programme Controls,2023-02-26,2023-06-28,,,,
Risk,RSK002282,PRJ00232,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.16,3308202,535465,Low,Open,Programme Controls,2025-09-30,2025-12-28,,,,
Risk,RSK002283,PRJ00232,Environmental,Environmental risk – Procurement/Long Lead,0.11,19421840,2143959,Medium,Mitigating,Commercial Manager,2023-04-16,2023-10-06,,,,
Risk,RSK002284,PRJ00232,Schedule,Schedule risk – Procurement/Long Lead,0.13,3579377,449275,Low,Open,Construction Manager,2024-01-23,2024-04-15,,,,
Risk,RSK002285,PRJ00232,Environmental,Environmental risk – Procurement/Long Lead,0.39,22425154,8851309,High,Open,Engineering Manager,2025-11-05,2026-01-18,,,,
Risk,RSK002286,PRJ00232,Technical,Technical risk – Procurement/Long Lead,0.14,9350669,1322555,Low,Open,Stakeholder Manager,2025-07-10,2025-09-29,,,,
Risk,RSK002287,PRJ00232,Schedule,Schedule risk – Procurement/Long Lead,0.19,2891085,559200,Low,Open,Engineering Manager,2025-11-05,2026-01-18,,,,
Issue,ISS001526,PRJ00232,Design,Design issue – Outage Window,,,,Minor,Closed,HSE Lead,2025-11-03,2026-01-18,2026-04-05,2026-01-18,Outage Window,
Issue,ISS001527,PRJ00232,Stakeholder,Stakeholder issue – Inflation/Materials,,,,Minor,Open,Stakeholder Manager,2025-02-11,2025-05-01,2025-05-28,,Inflation/Materials,
Issue,ISS001528,PRJ00232,Procurement,Procurement issue – Risk Realised,,,,Minor,Open,Programme Controls,2024-08-03,2024-08-12,2024-08-22,,Risk Realised,
Issue,ISS001529,PRJ00232,Design,Design issue – Design Rework,,,,Minor,Open,Consents Lead,2023-11-04,2023-12-14,2024-05-15,,Design Rework,
Issue,ISS001530,PRJ00232,Procurement,Procurement issue – Contractor Claims,,,,Major,Open,Construction Manager,2024-09-06,2024-09-25,2024-10-09,,Contractor Claims,
Issue,ISS001531,PRJ00232,Procurement,Procurement issue – Inflation/Materials,,,,Minor,Closed,Consents Lead,2024-09-01,2024-11-26,2024-09-14,2024-09-13,Inflation/Materials,
Issue,ISS001532,PRJ00232,Stakeholder,Stakeholder issue – Risk Realised,,,,Minor,Blocked,PMO Lead,2025-06-20,2025-07-26,2025-12-21,,Risk Realised,
Risk,RSK002288,PRJ00233,Cost,Cost risk – Permits/Consents,0.14,1549896,210200,Low,Open,HSE Lead,2024-03-19,2024-04-28,,,,
Risk,RSK002289,PRJ00233,Technical,Technical risk – Permits/Consents,0.14,8823069,1239606,Low,Open,HSE Lead,2025-05-25,2025-06-29,,,,
Risk,RSK002290,PRJ00233,Cost,Cost risk – Permits/Consents,0.38,2471504,950169,Low,Open,Programme Controls,2024-06-02,2024-06-19,,,,
Risk,RSK002291,PRJ00233,Environmental,Environmental risk – Permits/Consents,0.48,2836033,1364288,Low,Open,Consents Lead,2023-05-21,2023-10-06,,,,
Risk,RSK002292,PRJ00233,Technical,Technical risk – Permits/Consents,0.42,5673562,2410480,Medium,Mitigating,Engineering Manager,2025-05-10,2025-09-05,,,,
