MilestoneID,ProjectID,MilestoneName,MilestonePhase,BaselineDate,ForecastDate,ActualDate,MilestoneStatus,DelayReason,OwnerRole
MS00224_005,PRJ00224,Construction Start,Construction,2023-08-21,2023-09-10,2023-09-11,Completed,,Engineering Manager
MS00224_006,PRJ00224,Environmental Surveys Complete,Planning & Consents,2023-08-27,2023-10-23,2023-10-19,Completed,,Construction Manager
MS00224_007,PRJ00224,Route / Solution Selection,Planning & Consents,2023-11-05,2023-12-16,2023-12-07,Completed,,Consents Lead
MS00224_008,PRJ00224,Land Access Secured,Planning & Consents,2024-01-25,2024-01-30,2024-01-18,Completed,,Programme Controls
MS00224_009,PRJ00224,Long-lead Equipment Ordered,Procurement,2024-02-05,2024-05-29,2024-05-28,Completed,,Stakeholder Manager
MS00224_010,PRJ00224,Civils Complete,Construction,2024-02-14,2024-04-28,2024-04-28,Completed,,Commercial Manager
MS00224_011,PRJ00224,Foundation Complete,Construction,2024-03-28,2024-07-19,,Late,Stakeholder/Community,HSE Lead
MS00224_012,PRJ00224,Secondary / Protection Installed,Construction,2024-04-16,2024-04-04,2024-03-31,Completed,,Commercial Manager
MS00224_013,PRJ00224,Long-lead Equipment Ordered,Procurement,2024-05-08,2024-08-12,2024-08-12,Completed,,Consents Lead
MS00224_014,PRJ00224,Handover to Operations,Commissioning,2024-06-02,2024-07-17,2024-07-17,Completed,,HSE Lead
MS00224_015,PRJ00224,Closeout & Benefits Review,Commissioning,2024-06-19,2024-07-25,2024-08-04,Completed,,HSE Lead
MS00224_016,PRJ00224,Route / Solution Selection,Planning & Consents,2024-07-10,2024-08-30,,Late,Stakeholder/Community,Commercial Manager
MS00224_017,PRJ00224,Planning Approval,Planning & Consents,2024-07-23,2024-08-17,2024-08-18,Completed,,PMO Lead
MS00224_018,PRJ00224,Tender Issued,Procurement,2024-08-01,2024-09-15,2024-09-21,Completed,,Construction Manager
MS00224_019,PRJ00224,Contract Award,Procurement,2024-08-06,2024-10-29,2024-10-29,Completed,,Construction Manager
MS00224_020,PRJ00224,Land Access Secured,Planning & Consents,2024-08-18,2024-08-06,2024-08-07,Completed,,Construction Manager
MS00224_021,PRJ00224,Detailed Design Complete,Design,2024-12-02,2025-03-16,2025-03-31,Completed,,PMO Lead
MS00224_022,PRJ00224,Stakeholder Engagement Plan,Planning & Consents,2025-01-06,2025-03-11,2025-03-18,Completed,,Consents Lead
MS00224_023,PRJ00224,Energisation,Commissioning,2025-03-01,2025-04-16,2025-04-20,Completed,,Commercial Manager
MS00224_024,PRJ00224,Secondary / Protection Installed,Construction,2025-04-11,2025-07-04,2025-07-05,Completed,,Construction Manager
MS00224_025,PRJ00224,Land Access Secured,Planning & Consents,2025-04-19,2025-06-21,2025-06-07,Completed,,Programme Controls
MS00224_026,PRJ00224,Tender Issued,Procurement,2025-05-14,2025-06-16,2025-06-15,Completed,,Commercial Manager
MS00224_027,PRJ00224,Equipment Delivered,Procurement,2025-06-05,2025-06-27,,Late,Stakeholder/Community,Commercial Manager
MS00224_028,PRJ00224,Detailed Design Complete,Design,2025-06-07,2025-09-19,2025-09-22,Completed,,Programme Controls
MS00224_029,PRJ00224,Contract Award,Procurement,2025-07-06,2025-07-03,2025-06-29,Completed,,Programme Controls
MS00224_030,PRJ00224,Site Mobilisation,Construction,2025-08-29,2025-10-11,2025-10-20,Completed,,Commercial Manager
MS00224_031,PRJ00224,As-built Documentation Complete,Commissioning,2025-10-08,2025-10-07,2025-10-07,Completed,,Construction Manager
MS00224_032,PRJ00224,Equipment Delivered,Procurement,2025-10-20,2025-12-27,2025-12-15,Completed,,Construction Manager
MS00224_033,PRJ00224,Site Mobilisation,Construction,2025-10-21,2025-12-07,2025-11-27,Completed,,Construction Manager
MS00224_034,PRJ00224,Planning Approval,Planning & Consents,2025-11-08,2025-11-13,2025-11-12,Completed,,HSE Lead
MS00224_035,PRJ00224,Long-lead Equipment Ordered,Procurement,2025-12-24,2026-01-12,2026-01-02,Completed,,HSE Lead
MS00224_036,PRJ00224,Civils Complete,Construction,2026-01-19,2026-03-12,,Due,,Construction Manager
MS00224_037,PRJ00224,Construction Start,Construction,2026-02-17,2026-04-18,,Due,,Programme Controls
MS00224_038,PRJ00224,Long-lead Equipment Ordered,Procurement,2026-03-16,2026-03-04,,Due,,Commercial Manager
MS00224_039,PRJ00224,Primary Plant Installed,Construction,2026-03-22,2026-04-16,2026-01-18,Completed,,Construction Manager
MS00224_040,PRJ00224,Environmental Surveys Complete,Planning & Consents,2026-04-07,2026-06-02,,Due,,Commercial Manager
MS00224_041,PRJ00224,Route / Solution Selection,Planning & Consents,2026-06-08,2026-09-10,,Due,,Construction Manager
MS00224_042,PRJ00224,Detailed Design Complete,Design,2026-07-23,2026-10-11,,Due,,Stakeholder Manager
MS00224_043,PRJ00224,Environmental Surveys Complete,Planning & Consents,2026-09-03,2026-10-07,,Due,,Engineering Manager
MS00224_044,PRJ00224,Construction Start,Construction,2026-11-13,2027-02-07,,Due,,Construction Manager
MS00224_045,PRJ00224,Environmental Surveys Complete,Planning & Consents,2027-01-03,2027-02-11,2026-01-18,Completed,,Consents Lead
MS00224_046,PRJ00224,Handover to Operations,Commissioning,2027-01-07,2026-12-26,,Due,,PMO Lead
MS00224_047,PRJ00224,Tender Issued,Procurement,2027-01-27,2027-05-09,,Due,,Programme Controls
MS00225_001,PRJ00225,Energisation,Commissioning,2023-04-30,2023-05-15,2023-05-14,Completed,,Commercial Manager
MS00225_002,PRJ00225,Planning Submission,Planning & Consents,2023-07-02,2023-08-08,,Late,Contractor Capacity,Stakeholder Manager
MS00225_003,PRJ00225,Testing & Commissioning Start,Commissioning,2023-07-09,2023-07-18,2023-07-13,Completed,,Construction Manager
MS00225_004,PRJ00225,Primary Plant Installed,Construction,2023-08-01,2023-08-11,2023-08-02,Completed,,Engineering Manager
MS00225_005,PRJ00225,Closeout & Benefits Review,Commissioning,2023-08-06,2023-08-03,2023-08-04,Completed,,Engineering Manager
MS00225_006,PRJ00225,Site Mobilisation,Construction,2023-09-27,2023-09-30,2023-09-30,Completed,,Engineering Manager
MS00225_007,PRJ00225,As-built Documentation Complete,Commissioning,2023-11-05,2023-12-01,2023-12-15,Completed,,PMO Lead
MS00225_008,PRJ00225,Construction Start,Construction,2024-02-04,2024-02-11,2024-02-10,Completed,,Construction Manager
MS00225_009,PRJ00225,Route / Solution Selection,Planning & Consents,2024-03-22,2024-04-07,2024-04-17,Completed,,Programme Controls
MS00225_010,PRJ00225,Concept Design Complete,Design,2024-04-02,2024-04-29,2024-04-25,Completed,,HSE Lead
MS00225_011,PRJ00225,Energisation,Commissioning,2024-04-11,2024-05-05,2024-05-12,Completed,,Stakeholder Manager
MS00225_012,PRJ00225,Handover to Operations,Commissioning,2024-05-17,2024-05-24,2024-05-25,Completed,,Programme Controls
MS00225_013,PRJ00225,Tender Issued,Procurement,2024-05-25,2024-06-02,2024-05-24,Completed,,Commercial Manager
MS00225_014,PRJ00225,Site Mobilisation,Construction,2024-06-22,2024-06-22,2024-06-19,Completed,,PMO Lead
MS00225_015,PRJ00225,Testing & Commissioning Start,Commissioning,2024-07-17,2024-07-31,2024-07-31,Completed,,Commercial Manager
MS00225_016,PRJ00225,Site Mobilisation,Construction,2024-11-24,2024-11-23,2024-11-22,Completed,,Programme Controls
MS00225_017,PRJ00225,As-built Documentation Complete,Commissioning,2024-12-13,2024-12-25,2025-01-02,Completed,,PMO Lead
MS00225_018,PRJ00225,Closeout & Benefits Review,Commissioning,2024-12-30,2025-01-22,2025-02-04,Completed,,Construction Manager
MS00225_019,PRJ00225,Contract Award,Procurement,2025-01-03,2024-12-22,,Late,Contractor Capacity,Construction Manager
MS00225_020,PRJ00225,Secondary / Protection Installed,Construction,2025-01-11,2024-12-30,2024-12-26,Completed,,Commercial Manager
MS00225_021,PRJ00225,Land Access Secured,Planning & Consents,2025-01-13,2025-01-18,2025-01-18,Completed,,Stakeholder Manager
MS00225_022,PRJ00225,Civils Complete,Construction,2025-01-28,2025-02-14,2025-02-18,Completed,,HSE Lead
MS00225_023,PRJ00225,Detailed Design Complete,Design,2025-02-09,2025-02-20,2025-02-19,Completed,,PMO Lead
MS00225_024,PRJ00225,Energisation,Commissioning,2025-02-14,2025-02-02,2025-02-04,Completed,,Stakeholder Manager
MS00225_025,PRJ00225,Land Access Secured,Planning & Consents,2025-02-21,2025-03-13,2025-03-14,Completed,,Stakeholder Manager
MS00225_026,PRJ00225,Closeout & Benefits Review,Commissioning,2025-04-05,2025-05-12,2025-05-16,Completed,,Stakeholder Manager
MS00225_027,PRJ00225,Equipment Delivered,Procurement,2025-04-08,2025-03-31,2025-04-09,Completed,,PMO Lead
MS00225_028,PRJ00225,Testing & Commissioning Start,Commissioning,2025-04-30,2025-04-24,2025-05-01,Completed,,Stakeholder Manager
MS00225_029,PRJ00225,Testing & Commissioning Start,Commissioning,2025-06-09,2025-06-15,2025-06-25,Completed,,Consents Lead
MS00225_030,PRJ00225,Testing & Commissioning Start,Commissioning,2025-06-17,2025-06-21,,Late,Contractor Capacity,Stakeholder Manager
MS00225_031,PRJ00225,Environmental Surveys Complete,Planning & Consents,2025-09-10,2025-10-05,2025-09-28,Completed,,Commercial Manager
MS00225_032,PRJ00225,Land Access Secured,Planning & Consents,2025-09-24,2025-10-05,2025-10-03,Completed,,Commercial Manager
MS00225_033,PRJ00225,Planning Submission,Planning & Consents,2025-10-13,2025-10-14,2025-10-19,Completed,,Construction Manager
MS00225_034,PRJ00225,Energisation,Commissioning,2025-12-21,2025-12-18,2025-12-17,Completed,,PMO Lead
MS00225_035,PRJ00225,Construction Start,Construction,2025-12-22,2025-12-10,2025-11-28,Completed,,Programme Controls
MS00225_036,PRJ00225,Planning Approval,Planning & Consents,2026-01-02,2026-01-30,,Forecast,Contractor Capacity,PMO Lead
MS00225_037,PRJ00225,Design Freeze,Design,2026-01-09,2026-01-25,,Forecast,Contractor Capacity,Construction Manager
MS00225_038,PRJ00225,Construction Start,Construction,2026-01-18,2026-01-23,,Forecast,Contractor Capacity,Stakeholder Manager
MS00225_039,PRJ00225,Stakeholder Engagement Plan,Planning & Consents,2026-04-27,2026-05-05,,Due,,Engineering Manager
MS00225_040,PRJ00225,Foundation Complete,Construction,2026-04-29,2026-05-03,,Due,,Consents Lead
MS00225_041,PRJ00225,Handover to Operations,Commissioning,2026-06-29,2026-06-17,,Due,,Engineering Manager
MS00225_042,PRJ00225,Construction Start,Construction,2026-07-06,2026-06-24,,Due,,Stakeholder Manager
MS00226_001,PRJ00226,Foundation Complete,Construction,2025-01-04,2025-01-18,2025-01-06,Completed,,Engineering Manager
MS00226_002,PRJ00226,Detailed Design Complete,Design,2025-01-23,2025-01-21,,Late,Land Access/Wayleaves,HSE Lead
MS00226_003,PRJ00226,Primary Plant Installed,Construction,2025-01-28,2025-02-10,,Late,Land Access/Wayleaves,Consents Lead
MS00226_004,PRJ00226,Closeout & Benefits Review,Commissioning,2025-01-29,2025-01-17,2025-01-06,Completed,,Construction Manager
MS00226_005,PRJ00226,Detailed Design Complete,Design,2025-01-31,2025-02-20,2025-02-19,Completed,,Commercial Manager
MS00226_006,PRJ00226,Foundation Complete,Construction,2025-02-06,2025-02-15,2025-02-15,Completed,,Consents Lead
MS00226_007,PRJ00226,Contract Award,Procurement,2025-02-14,2025-02-20,,Late,Land Access/Wayleaves,Engineering Manager
MS00226_008,PRJ00226,Construction Start,Construction,2025-03-17,2025-03-27,2025-04-04,Completed,,Stakeholder Manager
MS00226_009,PRJ00226,Concept Design Complete,Design,2025-03-26,2025-04-01,2025-04-18,Completed,,Construction Manager
MS00226_010,PRJ00226,Concept Design Complete,Design,2025-04-01,2025-04-14,2025-04-04,Completed,,Engineering Manager
MS00226_011,PRJ00226,Handover to Operations,Commissioning,2025-04-03,2025-04-06,2025-04-03,Completed,,Engineering Manager
MS00226_012,PRJ00226,Land Access Secured,Planning & Consents,2025-04-19,2025-04-20,2025-04-26,Completed,,Consents Lead
MS00226_013,PRJ00226,Energisation,Commissioning,2025-05-09,2025-04-27,,Late,Land Access/Wayleaves,Consents Lead
MS00226_014,PRJ00226,Stakeholder Engagement Plan,Planning & Consents,2025-05-29,2025-06-26,2025-06-25,Completed,,Commercial Manager
MS00226_015,PRJ00226,Handover to Operations,Commissioning,2025-06-23,2025-06-11,2025-06-09,Completed,,Commercial Manager
MS00226_016,PRJ00226,Energisation,Commissioning,2025-06-28,2025-07-30,2025-07-28,Completed,,HSE Lead
MS00226_017,PRJ00226,As-built Documentation Complete,Commissioning,2025-07-04,2025-07-06,2025-07-02,Completed,,Commercial Manager
MS00226_018,PRJ00226,Closeout & Benefits Review,Commissioning,2025-07-20,2025-08-14,2025-08-21,Completed,,Programme Controls
MS00226_019,PRJ00226,Construction Start,Construction,2025-07-29,2025-08-21,2025-09-02,Completed,,Construction Manager
MS00226_020,PRJ00226,Environmental Surveys Complete,Planning & Consents,2025-08-02,2025-08-23,2025-08-13,Completed,,HSE Lead
MS00226_021,PRJ00226,Handover to Operations,Commissioning,2025-08-17,2025-08-24,2025-08-28,Completed,,Construction Manager
MS00226_022,PRJ00226,Closeout & Benefits Review,Commissioning,2025-08-25,2025-08-13,2025-08-11,Completed,,Stakeholder Manager
MS00226_023,PRJ00226,Site Mobilisation,Construction,2025-08-28,2025-08-31,2025-09-03,Completed,,Consents Lead
MS00226_024,PRJ00226,Construction Start,Construction,2025-09-18,2025-09-19,2025-09-12,Completed,,Engineering Manager
MS00226_025,PRJ00226,Handover to Operations,Commissioning,2025-09-20,2025-09-24,2025-09-23,Completed,,PMO Lead
MS00226_026,PRJ00226,Contract Award,Procurement,2025-10-07,2025-09-25,2025-10-02,Completed,,PMO Lead
MS00226_027,PRJ00226,Testing & Commissioning Start,Commissioning,2025-10-20,2025-10-21,,Late,Land Access/Wayleaves,PMO Lead
MS00226_028,PRJ00226,Closeout & Benefits Review,Commissioning,2025-11-06,2025-10-25,2025-10-24,Completed,,Commercial Manager
MS00226_029,PRJ00226,Energisation,Commissioning,2025-11-18,2025-11-19,2025-11-27,Completed,,Consents Lead
MS00226_030,PRJ00226,Closeout & Benefits Review,Commissioning,2025-11-20,2025-11-28,2025-11-24,Completed,,HSE Lead
MS00226_031,PRJ00226,As-built Documentation Complete,Commissioning,2025-11-23,2025-11-16,2025-11-16,Completed,,Engineering Manager
MS00226_032,PRJ00226,Site Mobilisation,Construction,2025-12-01,2025-12-03,,Late,Land Access/Wayleaves,HSE Lead
MS00226_033,PRJ00226,Construction Start,Construction,2025-12-01,2025-12-10,,Late,Land Access/Wayleaves,Consents Lead
MS00226_034,PRJ00226,Equipment Delivered,Procurement,2025-12-03,2025-12-25,2025-12-29,Completed,,Construction Manager
MS00226_035,PRJ00226,Detailed Design Complete,Design,2025-12-21,2026-01-13,,Late,Land Access/Wayleaves,Engineering Manager
MS00226_036,PRJ00226,Civils Complete,Construction,2026-01-18,2026-01-29,,Forecast,Land Access/Wayleaves,Programme Controls
MS00226_037,PRJ00226,Construction Start,Construction,2026-02-20,2026-02-26,2026-01-18,Completed,,Construction Manager
MS00226_038,PRJ00226,Environmental Surveys Complete,Planning & Consents,2026-04-27,2026-05-09,,Due,,HSE Lead
MS00226_039,PRJ00226,Energisation,Commissioning,2026-05-26,2026-06-30,,Due,,Engineering Manager
MS00226_040,PRJ00226,Tender Issued,Procurement,2026-06-13,2026-06-27,,Due,,Commercial Manager
MS00226_041,PRJ00226,Planning Approval,Planning & Consents,2026-06-21,2026-07-01,,Due,,Commercial Manager
MS00226_042,PRJ00226,Testing & Commissioning Start,Commissioning,2026-06-23,2026-07-16,,Due,,HSE Lead
MS00226_043,PRJ00226,Construction Start,Construction,2026-07-21,2026-07-28,,Due,,PMO Lead
MS00226_044,PRJ00226,Planning Submission,Planning & Consents,2026-09-15,2026-09-07,,Due,,Commercial Manager
MS00226_045,PRJ00226,Detailed Design Complete,Design,2026-09-17,2026-09-30,,Due,,Programme Controls
MS00226_046,PRJ00226,Long-lead Equipment Ordered,Procurement,2026-09-19,2026-09-28,,Due,,Engineering Manager
MS00226_047,PRJ00226,Primary Plant Installed,Construction,2026-09-24,2026-09-27,2026-01-18,Completed,,Programme Controls
MS00226_048,PRJ00226,Detailed Design Complete,Design,2026-09-26,2026-10-11,,Due,,Commercial Manager
MS00226_049,PRJ00226,Long-lead Equipment Ordered,Procurement,2026-11-02,2026-10-21,,Due,,Engineering Manager
MS00226_050,PRJ00226,Site Mobilisation,Construction,2026-11-06,2026-11-03,,Due,,HSE Lead
MS00226_051,PRJ00226,Equipment Delivered,Procurement,2026-11-15,2026-11-07,,Due,,Engineering Manager
MS00226_052,PRJ00226,Land Access Secured,Planning & Consents,2026-12-04,2026-11-28,,Due,,Programme Controls
MS00226_053,PRJ00226,Equipment Delivered,Procurement,2027-01-11,2027-01-15,2026-01-18,Completed,,HSE Lead
MS00226_054,PRJ00226,As-built Documentation Complete,Commissioning,2027-02-10,2027-02-01,,Due,,Commercial Manager
MS00226_055,PRJ00226,Foundation Complete,Construction,2027-02-20,2027-03-25,,Due,,Programme Controls
MS00226_056,PRJ00226,Testing & Commissioning Start,Commissioning,2027-02-27,2027-03-12,,Due,,Commercial Manager
MS00227_001,PRJ00227,Stakeholder Engagement Plan,Planning & Consents,2024-08-11,2024-08-18,2024-08-15,Completed,,Programme Controls
MS00227_002,PRJ00227,As-built Documentation Complete,Commissioning,2024-08-15,2024-08-19,,Late,Permits/Consents,Construction Manager
MS00227_003,PRJ00227,Closeout & Benefits Review,Commissioning,2024-08-21,2024-09-07,,Late,Permits/Consents,Programme Controls
MS00227_004,PRJ00227,As-built Documentation Complete,Commissioning,2024-09-04,2024-09-14,2024-09-18,Completed,,Stakeholder Manager
MS00227_005,PRJ00227,Equipment Delivered,Procurement,2024-09-25,2024-09-13,2024-09-07,Completed,,Stakeholder Manager
MS00227_006,PRJ00227,Planning Submission,Planning & Consents,2024-10-02,2024-10-16,2024-10-15,Completed,,Consents Lead
MS00227_007,PRJ00227,Contract Award,Procurement,2024-10-22,2024-10-20,2024-10-23,Completed,,Construction Manager
MS00227_008,PRJ00227,Planning Approval,Planning & Consents,2024-10-26,2024-10-14,,Late,Permits/Consents,Consents Lead
MS00227_009,PRJ00227,Contract Award,Procurement,2024-10-26,2024-11-13,2024-11-21,Completed,,HSE Lead
MS00227_010,PRJ00227,Energisation,Commissioning,2024-11-01,2024-10-20,2024-10-21,Completed,,Construction Manager
MS00227_011,PRJ00227,Design Freeze,Design,2024-11-08,2024-11-08,,Late,Permits/Consents,Engineering Manager
MS00227_012,PRJ00227,Civils Complete,Construction,2024-11-20,2024-12-01,,Late,Permits/Consents,Commercial Manager
MS00227_013,PRJ00227,Site Mobilisation,Construction,2024-11-27,2024-12-02,2024-11-30,Completed,,Stakeholder Manager
MS00227_014,PRJ00227,Primary Plant Installed,Construction,2024-11-27,2024-11-23,2024-12-01,Completed,,Programme Controls
MS00227_015,PRJ00227,Stakeholder Engagement Plan,Planning & Consents,2024-11-30,2024-11-20,2024-11-19,Completed,,Stakeholder Manager
MS00227_016,PRJ00227,Environmental Surveys Complete,Planning & Consents,2024-12-04,2024-11-28,2024-11-25,Completed,,Stakeholder Manager
MS00227_017,PRJ00227,Handover to Operations,Commissioning,2024-12-11,2024-11-30,2024-12-10,Completed,,PMO Lead
MS00227_018,PRJ00227,Testing & Commissioning Start,Commissioning,2024-12-13,2024-12-17,2024-12-17,Completed,,Commercial Manager
MS00227_019,PRJ00227,Civils Complete,Construction,2024-12-18,2024-12-15,2024-12-16,Completed,,Consents Lead
MS00227_020,PRJ00227,Tender Issued,Procurement,2024-12-21,2024-12-09,2024-12-11,Completed,,Commercial Manager
MS00227_021,PRJ00227,Contract Award,Procurement,2025-01-07,2025-01-08,2025-01-02,Completed,,Programme Controls
MS00227_022,PRJ00227,Foundation Complete,Construction,2025-01-13,2025-01-09,2025-01-03,Completed,,Programme Controls
MS00227_023,PRJ00227,Secondary / Protection Installed,Construction,2025-01-30,2025-02-09,2025-02-11,Completed,,Stakeholder Manager
MS00227_024,PRJ00227,Contract Award,Procurement,2025-02-06,2025-02-18,,Late,Permits/Consents,PMO Lead
MS00227_025,PRJ00227,Handover to Operations,Commissioning,2025-02-11,2025-03-10,,Late,Permits/Consents,Commercial Manager
MS00227_026,PRJ00227,Design Freeze,Design,2025-02-15,2025-03-03,2025-02-27,Completed,,Construction Manager
MS00227_027,PRJ00227,Detailed Design Complete,Design,2025-03-17,2025-03-06,2025-03-06,Completed,,PMO Lead
MS00227_028,PRJ00227,Civils Complete,Construction,2025-03-23,2025-03-11,2025-03-24,Completed,,Commercial Manager
MS00227_029,PRJ00227,Secondary / Protection Installed,Construction,2025-05-11,2025-04-29,2025-04-26,Completed,,Consents Lead
MS00227_030,PRJ00227,Site Mobilisation,Construction,2025-06-07,2025-06-05,2025-05-22,Completed,,Stakeholder Manager
MS00227_031,PRJ00227,As-built Documentation Complete,Commissioning,2025-06-24,2025-06-12,2025-06-11,Completed,,Stakeholder Manager
MS00227_032,PRJ00227,Energisation,Commissioning,2025-07-08,2025-07-04,2025-06-26,Completed,,Consents Lead
MS00227_033,PRJ00227,Land Access Secured,Planning & Consents,2025-07-14,2025-07-21,,Late,Permits/Consents,Engineering Manager
MS00227_034,PRJ00227,Secondary / Protection Installed,Construction,2025-08-22,2025-08-19,,Late,Permits/Consents,Commercial Manager
MS00227_035,PRJ00227,Testing & Commissioning Start,Commissioning,2025-09-02,2025-09-12,2025-09-09,Completed,,Engineering Manager
MS00227_036,PRJ00227,Energisation,Commissioning,2025-09-03,2025-08-30,2025-08-30,Completed,,Consents Lead
MS00227_037,PRJ00227,Equipment Delivered,Procurement,2025-10-02,2025-09-26,2025-09-20,Completed,,PMO Lead
MS00227_038,PRJ00227,Secondary / Protection Installed,Construction,2025-10-24,2025-11-26,2025-11-23,Completed,,Consents Lead
MS00227_039,PRJ00227,Primary Plant Installed,Construction,2025-11-04,2025-11-09,2025-10-24,Completed,,Engineering Manager
MS00227_040,PRJ00227,As-built Documentation Complete,Commissioning,2025-11-05,2025-11-13,2025-11-15,Completed,,Programme Controls
MS00227_041,PRJ00227,Detailed Design Complete,Design,2025-11-10,2025-11-30,2025-11-15,Completed,,PMO Lead
MS00227_042,PRJ00227,Planning Approval,Planning & Consents,2025-11-14,2025-12-04,2025-11-24,Completed,,PMO Lead
MS00227_043,PRJ00227,Secondary / Protection Installed,Construction,2025-12-12,2025-12-12,2025-12-11,Completed,,Stakeholder Manager
MS00227_044,PRJ00227,Foundation Complete,Construction,2026-01-09,2026-02-01,,Forecast,Permits/Consents,HSE Lead
MS00227_045,PRJ00227,Closeout & Benefits Review,Commissioning,2026-03-05,2026-03-04,,Due,,Construction Manager
MS00227_046,PRJ00227,Stakeholder Engagement Plan,Planning & Consents,2026-05-06,2026-05-28,,Due,,PMO Lead
MS00227_047,PRJ00227,Route / Solution Selection,Planning & Consents,2026-08-12,2026-07-31,2026-01-18,Completed,,Construction Manager
MS00227_048,PRJ00227,Long-lead Equipment Ordered,Procurement,2026-08-31,2026-09-01,,Due,,HSE Lead
MS00227_049,PRJ00227,Construction Start,Construction,2026-09-14,2026-09-24,,Due,,PMO Lead
MS00227_050,PRJ00227,Energisation,Commissioning,2026-10-06,2026-10-18,,Due,,Construction Manager
MS00227_051,PRJ00227,Civils Complete,Construction,2026-10-10,2026-10-03,2026-01-18,Completed,,Engineering Manager
MS00227_052,PRJ00227,Primary Plant Installed,Construction,2026-10-13,2026-10-01,,Due,,Engineering Manager
MS00227_053,PRJ00227,Construction Start,Construction,2026-10-22,2026-11-04,2026-01-18,Completed,,Construction Manager
MS00227_054,PRJ00227,Site Mobilisation,Construction,2026-11-02,2026-11-05,,Due,,Stakeholder Manager
MS00227_055,PRJ00227,Planning Approval,Planning & Consents,2026-11-19,2026-11-19,,Due,,PMO Lead
MS00227_056,PRJ00227,Civils Complete,Construction,2026-12-13,2027-01-14,2026-01-18,Completed,,Consents Lead
MS00228_001,PRJ00228,Long-lead Equipment Ordered,Procurement,2026-05-01,2026-05-27,2026-01-18,Completed,,PMO Lead
MS00228_002,PRJ00228,Construction Start,Construction,2026-05-14,2026-05-02,,Due,,HSE Lead
MS00228_003,PRJ00228,Route / Solution Selection,Planning & Consents,2026-05-27,2026-06-22,,Due,,Commercial Manager
MS00228_004,PRJ00228,Site Mobilisation,Construction,2026-06-01,2026-06-27,,Due,,Stakeholder Manager
MS00228_005,PRJ00228,Testing & Commissioning Start,Commissioning,2026-06-19,2026-06-29,,Due,,Consents Lead
MS00228_006,PRJ00228,Equipment Delivered,Procurement,2026-07-27,2026-08-10,,Due,,PMO Lead
MS00228_007,PRJ00228,Closeout & Benefits Review,Commissioning,2026-08-07,2026-08-23,,Due,,PMO Lead
MS00228_008,PRJ00228,Long-lead Equipment Ordered,Procurement,2026-08-29,2026-08-21,2026-01-18,Completed,,Construction Manager
MS00228_009,PRJ00228,Detailed Design Complete,Design,2026-08-31,2026-09-07,,Due,,HSE Lead
MS00228_010,PRJ00228,Long-lead Equipment Ordered,Procurement,2026-09-07,2026-09-27,,Due,,Stakeholder Manager
MS00228_011,PRJ00228,Detailed Design Complete,Design,2026-09-11,2026-08-30,,Due,,Stakeholder Manager
MS00228_012,PRJ00228,Design Freeze,Design,2026-10-22,2026-11-05,,Due,,Stakeholder Manager
MS00228_013,PRJ00228,Contract Award,Procurement,2026-10-25,2026-11-01,,Due,,Programme Controls
MS00228_014,PRJ00228,Concept Design Complete,Design,2026-11-03,2026-11-19,,Due,,Consents Lead
MS00228_015,PRJ00228,Route / Solution Selection,Planning & Consents,2026-11-16,2026-11-04,,Due,,Engineering Manager
MS00228_016,PRJ00228,Concept Design Complete,Design,2026-11-25,2026-11-19,,Due,,Stakeholder Manager
MS00228_017,PRJ00228,Route / Solution Selection,Planning & Consents,2026-12-08,2026-11-26,2026-01-18,Completed,,Construction Manager
MS00228_018,PRJ00228,Energisation,Commissioning,2026-12-25,2026-12-13,,Due,,Commercial Manager
MS00228_019,PRJ00228,Energisation,Commissioning,2027-01-14,2027-02-02,,Due,,Stakeholder Manager
MS00228_020,PRJ00228,Concept Design Complete,Design,2027-03-20,2027-03-17,2026-01-18,Completed,,Programme Controls
MS00228_021,PRJ00228,Handover to Operations,Commissioning,2027-03-31,2027-03-26,,Due,,Construction Manager
MS00228_022,PRJ00228,Design Freeze,Design,2027-05-01,2027-05-24,,Due,,HSE Lead
MS00228_023,PRJ00228,Design Freeze,Design,2027-05-01,2027-05-02,,Due,,Commercial Manager
MS00228_024,PRJ00228,Equipment Delivered,Procurement,2027-05-07,2027-05-28,,Due,,HSE Lead
MS00228_025,PRJ00228,Handover to Operations,Commissioning,2027-06-03,2027-05-23,,Due,,Programme Controls
MS00228_026,PRJ00228,Primary Plant Installed,Construction,2027-06-30,2027-06-30,,Due,,Programme Controls
MS00228_027,PRJ00228,Foundation Complete,Construction,2027-07-04,2027-06-26,,Due,,Engineering Manager
MS00228_028,PRJ00228,Secondary / Protection Installed,Construction,2027-07-19,2027-08-03,,Due,,PMO Lead
MS00228_029,PRJ00228,Handover to Operations,Commissioning,2027-08-22,2027-08-25,,Due,,PMO Lead
MS00228_030,PRJ00228,Primary Plant Installed,Construction,2027-09-28,2027-10-16,2026-01-18,Completed,,Stakeholder Manager
MS00228_031,PRJ00228,Long-lead Equipment Ordered,Procurement,2027-09-28,2027-10-06,,Due,,Programme Controls
MS00228_032,PRJ00228,Planning Approval,Planning & Consents,2027-10-07,2027-09-25,2026-01-18,Completed,,Programme Controls
MS00228_033,PRJ00228,Detailed Design Complete,Design,2027-12-08,2027-12-10,,Due,,Consents Lead
